club_name,club_logo,fm_name
US Catanzaro,https://tmssl.akamaized.net/images/wappen/small/4097.png?lm=1567460762,Catanzaro
RCD Espanyol Barcelona,https://tmssl.akamaized.net/images/wappen/small/714.png?lm=1406966369,Espanyol B
FK Zalgiris Vilnius,https://tmssl.akamaized.net/images/wappen/small/602.png?lm=1475601977,Wil
USL Dunkerque,https://tmssl.akamaized.net/images/wappen/small/9202.png?lm=1676557403,Dunkerque
None,None,U. Murcia
San Fernando CD,https://tmssl.akamaized.net/images/wappen/small/12181.png?lm=1694337780,San Fernando
KSK Lierse Kempenzonen,https://tmssl.akamaized.net/images/wappen/small/28107.png?lm=1566998891,Lierse Kempenzonen
CP Villarrobledo,https://tmssl.akamaized.net/images/wappen/small/13438.png?lm=1620564656,Villarrobledo
FC Porto B,https://tmssl.akamaized.net/images/wappen/small/10331.png?lm=1486310161,FCP B
SSD Città di Teramo,https://tmssl.akamaized.net/images/wappen/small/1415.png?lm=1689759637,Teramo
FC Dordrecht,https://tmssl.akamaized.net/images/wappen/small/1455.png?lm=1690016096,FC Dordrecht
LB Châteauroux,https://tmssl.akamaized.net/images/wappen/small/1175.png?lm=1692872371,Châteauroux
Mantova 1911,https://tmssl.akamaized.net/images/wappen/small/2581.png?lm=1505651157,Mantova
Floridsdorfer AC,https://tmssl.akamaized.net/images/wappen/small/7443.png?lm=1530540194,Floridsdorfer AC
Calcio Foggia 1920,https://tmssl.akamaized.net/images/wappen/small/704.png?lm=1656022770,Foggia
SS Juve Stabia,https://tmssl.akamaized.net/images/wappen/small/5587.png?lm=1663493876,Juve Stabia
UD Alzira,https://tmssl.akamaized.net/images/wappen/small/16775.png?lm=1690668186,Alzira
FC Pro Vercelli 1892,https://tmssl.akamaized.net/images/wappen/small/26789.png?lm=1520934045,Pro Vercelli
Unionistas CF,https://tmssl.akamaized.net/images/wappen/small/52397.png?lm=1468618498,Salamanca
SV Lafnitz,https://tmssl.akamaized.net/images/wappen/small/19536.png?lm=1525273081,SV Lafnitz
Rio Ave FC B,https://tmssl.akamaized.net/images/wappen/small/61163.png?lm=1516613968,Rio Ave B
KFC Uerdingen 05,https://tmssl.akamaized.net/images/wappen/small/95.png?lm=1489161258,Uerdingen
Buriram United,https://tmssl.akamaized.net/images/wappen/small/25449.png?lm=1484418794,Thun
TSV 1860 Munich,https://tmssl.akamaized.net/images/wappen/small/72.png?lm=1403081335,1860 München
Borussia Dortmund II,https://tmssl.akamaized.net/images/wappen/small/17.png?lm=1396275305,Borussia Dortmund II
Catania FC,https://tmssl.akamaized.net/images/wappen/small/1627.png?lm=1692861464,Catania
Varzim SC,https://tmssl.akamaized.net/images/wappen/small/4297.png?lm=1564671169,Varzim
Olbia Calcio 1905,https://tmssl.akamaized.net/images/wappen/small/9826.png?lm=1662025620,Olbia
US Viterbese 1908,https://tmssl.akamaized.net/images/wappen/small/22294.png?lm=1602579288,Viterbese
UD Vilafranquense,https://tmssl.akamaized.net/images/wappen/small/7119.png?lm=1552916199,Vilafranquense
None,None,Club Brugge NXT
AC Carpi,https://tmssl.akamaized.net/images/wappen/small/4102.png?lm=1695995043,Carpi
FC Eindhoven,https://tmssl.akamaized.net/images/wappen/small/3892.png?lm=1655935993,FC Eindhoven
US Alessandria Calcio 1912,https://tmssl.akamaized.net/images/wappen/small/2721.png?lm=1654684310,Alessandria
1.FC Magdeburg,https://tmssl.akamaized.net/images/wappen/small/187.png?lm=1559905461,Magdeburg
SV Waldhof Mannheim,https://tmssl.akamaized.net/images/wappen/small/85.png?lm=1403341696,Mannheim
VfL Wolfsburg III,https://tmssl.akamaized.net/images/wappen/small/87170.png?lm=1616796626,VfL Wolfsburg II
MSV Duisburg,https://tmssl.akamaized.net/images/wappen/small/52.png?lm=1689256606,Duisburg
Cesena FC,https://tmssl.akamaized.net/images/wappen/small/1429.png?lm=1539765803,Cesena
US Triestina,https://tmssl.akamaized.net/images/wappen/small/4271.png?lm=1637078003,Triestina
CD Cova Piedade,https://tmssl.akamaized.net/images/wappen/small/25817.png?lm=1407562890,Cova da Piedade
UD Ibiza,https://tmssl.akamaized.net/images/wappen/small/13241.png?lm=1477745446,Ibiza
FC Arouca,https://tmssl.akamaized.net/images/wappen/small/8024.png?lm=1530096604,Arouca
Ciudad Lucena,https://tmssl.akamaized.net/images/wappen/small/38059.png?lm=1696000855,Ciudad de Lucena
Virtusvecomp Verona,https://tmssl.akamaized.net/images/wappen/small/29251.png?lm=1695304796,Virtus Verona
None,None,A. Baleares
Leixões SC,https://tmssl.akamaized.net/images/wappen/small/3345.png?lm=1508851080,Leixões
FC Vaduz,https://tmssl.akamaized.net/images/wappen/small/163.png?lm=1656417953,Vaduz
Imolese Calcio 1919,https://tmssl.akamaized.net/images/wappen/small/4324.png?lm=1662026915,Imolese
FC Knokke,https://tmssl.akamaized.net/images/wappen/small/18940.png?lm=1449922041,Knokke
SKU Amstetten,https://tmssl.akamaized.net/images/wappen/small/12210.png?lm=1656000487,SKU Amstetten
Villarrubia CF,https://tmssl.akamaized.net/images/wappen/small/44194.png?lm=1410710969,Villarrubia
Naftan Novopolotsk,https://tmssl.akamaized.net/images/wappen/small/8563.png?lm=1436043527,Olot
US Avranches,https://tmssl.akamaized.net/images/wappen/small/26871.png?lm=1691433781,US Avranches
CF Talavera de la Reina,https://tmssl.akamaized.net/images/wappen/small/47421.png?lm=1468166961,Talavera
Académico de Viseu Sub-23,https://tmssl.akamaized.net/images/wappen/small/110988.png?lm=1692024416,Ac. Viseu
SS Matelica Calcio,https://tmssl.akamaized.net/images/wappen/small/40352.png?lm=1632302470,Matelica
Quevilly - Rouen Métropole,https://tmssl.akamaized.net/images/wappen/small/7124.png?lm=1529961195,QRM
Sevilla Atlético,https://tmssl.akamaized.net/images/wappen/small/8519.png?lm=1625756034,Sevilla B
Novara FC,https://tmssl.akamaized.net/images/wappen/small/6692.png?lm=1631256491,Novara
FC Sète 34 B,https://tmssl.akamaized.net/images/wappen/small/81626.png?lm=1620761690,FC Sète 34
CE L'Hospitalet,https://tmssl.akamaized.net/images/wappen/small/9477.png?lm=1658264348,Hospitalet
UD Poblense,https://tmssl.akamaized.net/images/wappen/small/28014.png?lm=1456502272,Poblense
Go Ahead Eagles,https://tmssl.akamaized.net/images/wappen/small/1435.png?lm=1540316767,Go Ahead
SD Ejea,https://tmssl.akamaized.net/images/wappen/small/18693.png?lm=1448823568,Ejea
SC Bastia,https://tmssl.akamaized.net/images/wappen/small/595.png?lm=1693143302,SC Bastia
Red Star FC,https://tmssl.akamaized.net/images/wappen/small/1154.png?lm=1609759172,Red Star FC
FC Viktoria 1889 Berlin,https://tmssl.akamaized.net/images/wappen/small/40373.png?lm=1600709465,Viktoria 1889
AC Renate,https://tmssl.akamaized.net/images/wappen/small/24898.png?lm=1695306363,Renate
SD Leioa,https://tmssl.akamaized.net/images/wappen/small/29733.png?lm=1695152841,Leioa
Paganese Calcio 1926,https://tmssl.akamaized.net/images/wappen/small/19164.png?lm=1696844143,Paganese
Carrarese Calcio 1908,https://tmssl.akamaized.net/images/wappen/small/4159.png?lm=1435913153,Carrarese
US Città di Pontedera,https://tmssl.akamaized.net/images/wappen/small/14888.png?lm=1662025829,Pontedera
None,None,RM Hamm Benfica
FC Hansa Rostock,https://tmssl.akamaized.net/images/wappen/small/30.png?lm=1468311994,Rostock
Málaga CF,https://tmssl.akamaized.net/images/wappen/small/1084.png?lm=1474921800,Málaga C
FC Villefranche-Beaujolais,https://tmssl.akamaized.net/images/wappen/small/18633.png?lm=1546256358,FC Villefranche
Cultural Leonesa,https://tmssl.akamaized.net/images/wappen/small/4542.png?lm=1517666376,Leonesa
US Pistoiese 1921,https://tmssl.akamaized.net/images/wappen/small/1307.png?lm=1661416831,Pistoiese
None,None,Lorca D.
Linares Deportivo,https://tmssl.akamaized.net/images/wappen/small/12351.png?lm=1438506343,Linares
FC Annecy,https://tmssl.akamaized.net/images/wappen/small/30204.png?lm=1655726754,FC Annecy
Casertana FC,https://tmssl.akamaized.net/images/wappen/small/4106.png?lm=1634907069,Casertana
Vis Pesaro 1898,https://tmssl.akamaized.net/images/wappen/small/7030.png?lm=1664354484,Vis Pesaro
Royal Francs Borains,https://tmssl.akamaized.net/images/wappen/small/2974.png?lm=1625163391,Francs Borains
Lucchese 1905,https://tmssl.akamaized.net/images/wappen/small/1253.png?lm=1572343042,Lucchese
FC Aarau,https://tmssl.akamaized.net/images/wappen/small/116.png?lm=1688544004,Aarau
None,None,SV Werder II
SC Freiburg II,https://tmssl.akamaized.net/images/wappen/small/245.png?lm=1594709898,SC Freiburg II
SD Tarazona,https://tmssl.akamaized.net/images/wappen/small/41403.png?lm=1589721258,Tarazona
Club Portugalete,https://tmssl.akamaized.net/images/wappen/small/18691.png?lm=1695052697,Portugalete
UD Oliveirense,https://tmssl.akamaized.net/images/wappen/small/8827.png?lm=1534249470,Oliveirense
None,None,Bourg en B.
SO Cholet,https://tmssl.akamaized.net/images/wappen/small/3525.png?lm=1436912353,SO Cholet
Neuchâtel Xamax FCS,https://tmssl.akamaized.net/images/wappen/small/625.png?lm=1656417859,Neuchâtel Xamax
SD Huesca B,https://tmssl.akamaized.net/images/wappen/small/70841.png?lm=1545869281,Huesca B
SS Monopoli 1966,https://tmssl.akamaized.net/images/wappen/small/33734.png?lm=1659426470,Monopoli
Lleida Esportiu,https://tmssl.akamaized.net/images/wappen/small/33593.png?lm=1437975823,Lleida
Standard Liège,https://tmssl.akamaized.net/images/wappen/small/3057.png?lm=1693258741,Liège
SC Olhanense,https://tmssl.akamaized.net/images/wappen/small/4750.png?lm=1436016599,Olhanense
FC Chiasso,https://tmssl.akamaized.net/images/wappen/small/510.png?lm=1419708531,Chiasso
Aurora Pro Patria,https://tmssl.akamaized.net/images/wappen/small/4146.png?lm=1695305775,Pro Patria
Hallescher FC,https://tmssl.akamaized.net/images/wappen/small/440.png?lm=1403258915,Halle
Racing Ferrol,https://tmssl.akamaized.net/images/wappen/small/1176.png?lm=1437941069,Ferrol
KVV Thes Sport,https://tmssl.akamaized.net/images/wappen/small/49143.png?lm=1552924411,Thes Sport
Helmond Sport,https://tmssl.akamaized.net/images/wappen/small/500.png?lm=1619786318,Helmond
Real Sociedad B,https://tmssl.akamaized.net/images/wappen/small/9899.png?lm=1614795531,Sanse
AS Gubbio 1910,https://tmssl.akamaized.net/images/wappen/small/4326.png?lm=1662025586,Gubbio
KFC Dessel Sport,https://tmssl.akamaized.net/images/wappen/small/1910.png?lm=1522447213,Dessel
Unionistas CF,https://tmssl.akamaized.net/images/wappen/small/52397.png?lm=1468618498,Unionistas
None,None,Vit. Setúbal
FC Winterthur,https://tmssl.akamaized.net/images/wappen/small/242.png?lm=1688544169,Winterthur
CF Intercity,https://tmssl.akamaized.net/images/wappen/small/67212.png?lm=1672773673,Intercity
Le Puy Foot 43 Auvergne B,https://tmssl.akamaized.net/images/wappen/small/86229.png?lm=1640675902,Le Puy Foot 43
US Pergolettese 1932,https://tmssl.akamaized.net/images/wappen/small/4553.png?lm=1695304636,Pergolettese
VfB Lübeck,https://tmssl.akamaized.net/images/wappen/small/78.png?lm=1593608098,Lübeck
SG Sonnenhof Großaspach,https://tmssl.akamaized.net/images/wappen/small/2589.png?lm=1621087715,Großaspach
SS Turris Calcio,https://tmssl.akamaized.net/images/wappen/small/4096.png?lm=1695378749,Turris
TOP Oss,https://tmssl.akamaized.net/images/wappen/small/1228.png?lm=1586127812,TOP Oss
Alma Juventus Fano 1906,https://tmssl.akamaized.net/images/wappen/small/5615.png?lm=1519841850,Fano
Grand Ouest Association Lyonnaise FC,https://tmssl.akamaized.net/images/wappen/small/30443.png?lm=1599518509,GOAL FC
CD Don Benito,https://tmssl.akamaized.net/images/wappen/small/18443.png?lm=1535880853,Don Benito
None,None,Stade Lavallois MFC
Preußen Münster,https://tmssl.akamaized.net/images/wappen/small/91.png?lm=1602575455,Münster
Burgos CF,https://tmssl.akamaized.net/images/wappen/small/1536.png?lm=1695651736,Burgos
CS Sedan-Ardennes,https://tmssl.akamaized.net/images/wappen/small/1081.png?lm=1656488195,CS Sedan Ardennes
US Grosseto 1912,https://tmssl.akamaized.net/images/wappen/small/4333.png?lm=1661430222,Grosseto
Coruxo FC,https://tmssl.akamaized.net/images/wappen/small/13227.png?lm=1437941751,Coruxo
ASM Belfort,https://tmssl.akamaized.net/images/wappen/small/17131.png?lm=1698967924,ASM Belfort
None,None,Gaz. Ajaccio
Thonon Évian Grand Genève FC,https://tmssl.akamaized.net/images/wappen/small/14171.png?lm=1592499295,Thonon Evian Grand Geneve
SV Horn,https://tmssl.akamaized.net/images/wappen/small/10044.png?lm=1474360021,SV Horn
Orihuela CF,https://tmssl.akamaized.net/images/wappen/small/4054.png?lm=1438340897,Orihuela
UD Almería B,https://tmssl.akamaized.net/images/wappen/small/11986.png?lm=1695683818,Almería B
CD Quintanar del Rey,https://tmssl.akamaized.net/images/wappen/small/47486.png?lm=1438341216,Quintanar del Rey
Atzeneta UE,https://tmssl.akamaized.net/images/wappen/small/69006.png?lm=1620564532,Atzeneta
FC Schalke 04 II,https://tmssl.akamaized.net/images/wappen/small/34.png?lm=1656580847,Schalke 04 II
Besançon Football,https://tmssl.akamaized.net/images/wappen/small/51401.png?lm=1500114227,Besançon Foot
Rot-Weiss Essen,https://tmssl.akamaized.net/images/wappen/small/56.png?lm=1424298209,RW Essen
União de Leiria,https://tmssl.akamaized.net/images/wappen/small/2639.png?lm=1673648041,Leiria
CD Leganés B,https://tmssl.akamaized.net/images/wappen/small/17686.png?lm=1618759417,Leganés B
US Concarneau,https://tmssl.akamaized.net/images/wappen/small/21688.png?lm=1498671769,US Concarneau
AC Trento,https://tmssl.akamaized.net/images/wappen/small/4095.png?lm=1695306698,Trento
None,None,Football Club 93 BBG
FC Buxoro,https://tmssl.akamaized.net/images/wappen/small/20151.png?lm=1640703486,Haro
UD Tamaraceite,https://tmssl.akamaized.net/images/wappen/small/68062.png?lm=1694814182,Tamaraceite
Ravenna FC,https://tmssl.akamaized.net/images/wappen/small/1105.png?lm=1661417256,Ravenna
Calcio Lecco 1912,https://tmssl.akamaized.net/images/wappen/small/5514.png?lm=1637071017,Lecco
None,None,Atlético Pamplona B
None,None,Estrela da Amadora SAD
1.FSV Mainz 05 II,https://tmssl.akamaized.net/images/wappen/small/851.png?lm=1564748880,Mainz 05 II
R Union Tubize-Braine,https://tmssl.akamaized.net/images/wappen/small/3772.png?lm=1626197148,Tubize
FC Rupel Boom,https://tmssl.akamaized.net/images/wappen/small/9804.png?lm=1449921997,Rupel Boom
Patro Eisden Maasmechelen,https://tmssl.akamaized.net/images/wappen/small/3225.png?lm=1660141972,Patro Eisden
AS Bisceglie 1913,https://tmssl.akamaized.net/images/wappen/small/22275.png?lm=1634910234,Bisceglie
FC Schaffhausen,https://tmssl.akamaized.net/images/wappen/small/1277.png?lm=1700252528,Schaffhausen
UC AlbinoLeffe,https://tmssl.akamaized.net/images/wappen/small/4541.png?lm=1695299569,AlbinoLeffe
FC Legnago Salus,https://tmssl.akamaized.net/images/wappen/small/30066.png?lm=1664890555,Legnago
SC União Torreense,https://tmssl.akamaized.net/images/wappen/small/2432.png?lm=1548960196,Torreense
Once Caldas,https://tmssl.akamaized.net/images/wappen/small/6984.png?lm=1659323353,Caldas
Zamora CF,https://tmssl.akamaized.net/images/wappen/small/10907.png?lm=1422972812,Amora
UP Langreo,https://tmssl.akamaized.net/images/wappen/small/16646.png?lm=1422971864,Langreo
None,None,SV Stripfing/Weiden
Piacenza Calcio 1919,https://tmssl.akamaized.net/images/wappen/small/1408.png?lm=1438074822,Piacenza
Bonnyrigg White Eagles,https://tmssl.akamaized.net/images/wappen/small/21343.png?lm=1414587899,Bonn
SD Formentera,https://tmssl.akamaized.net/images/wappen/small/44129.png?lm=1546257072,Formentera
El Palo FC,https://tmssl.akamaized.net/images/wappen/small/12176.png?lm=1424210900,El Palo
Pontevedra CF,https://tmssl.akamaized.net/images/wappen/small/5650.png?lm=1437941950,Pontevedra
RC Pays de Grasse B,https://tmssl.akamaized.net/images/wappen/small/102890.png?lm=1681335069,RC Grasse
SC Kriens,https://tmssl.akamaized.net/images/wappen/small/2074.png?lm=1413884201,Kriens
Algeciras CF,https://tmssl.akamaized.net/images/wappen/small/3705.png?lm=1437977652,Algeciras
CD Calahorra,https://tmssl.akamaized.net/images/wappen/small/4030.png?lm=1514309265,Calahorra
VfB Stuttgart II,https://tmssl.akamaized.net/images/wappen/small/102.png?lm=1680587428,VfB Stuttgart II
None,None,Fermana F.C.
Louletano DC,https://tmssl.akamaized.net/images/wappen/small/3352.png?lm=1553961114,Louletano
AS Saint-Priest,https://tmssl.akamaized.net/images/wappen/small/17130.png?lm=1431960158,AS Saint-Priest
Getafe CF B,https://tmssl.akamaized.net/images/wappen/small/8510.png?lm=1408655116,Getafe B
Atlético Sanluqueño,https://tmssl.akamaized.net/images/wappen/small/21322.png?lm=1620564604,Sanluqueño
SpVgg Bayreuth,https://tmssl.akamaized.net/images/wappen/small/752.png?lm=1657182618,Bayreuth
Racing Cartagena Mar Menor FC,https://tmssl.akamaized.net/images/wappen/small/41617.png?lm=1694903708,Mar Menor
Kickers Offenbach,https://tmssl.akamaized.net/images/wappen/small/107.png?lm=1403943577,Offenbach
UE Costa Brava (- 2022),https://tmssl.akamaized.net/images/wappen/small/26132.png?lm=1633704068,Llagostera
Estudiantes de Mérida,https://tmssl.akamaized.net/images/wappen/small/14555.png?lm=1491057436,Mérida
Cavese 1919,https://tmssl.akamaized.net/images/wappen/small/6266.png?lm=1531808130,Cavese
Stade Briochin,https://tmssl.akamaized.net/images/wappen/small/1777.png?lm=1645640943,Stade Briochin
Inter de Madrid Football Academy,https://tmssl.akamaized.net/images/wappen/small/default.png?lm=1457423031,DUX Inter
Olympic Club Charleroi Farciennes U21,https://tmssl.akamaized.net/images/wappen/small/86347.png?lm=1606937751,Olympic Club Charleroi
US Lusitanos Saint-Maur,https://tmssl.akamaized.net/images/wappen/small/2978.png?lm=1537524497,US Lusitanos Saint-Maur
None,None,FC Dornbirn 1913
VfB Homberg,https://tmssl.akamaized.net/images/wappen/small/4840.png?lm=1557072890,Homberg
US Boulogne,https://tmssl.akamaized.net/images/wappen/small/7042.png?lm=1410948014,USBCO
US Créteil-Lusitanos,https://tmssl.akamaized.net/images/wappen/small/2067.png?lm=1434362616,US Créteil-Lusitanos
SC Farense B,https://tmssl.akamaized.net/images/wappen/small/49311.png?lm=1550150253,Farense B
CD Trofense,https://tmssl.akamaized.net/images/wappen/small/3348.png?lm=1556097090,Trofense
UD Melilla,https://tmssl.akamaized.net/images/wappen/small/16492.png?lm=1437977199,Melilla
Atlético Malagueño,https://tmssl.akamaized.net/images/wappen/small/5649.png?lm=1474921800,Málaga B
CD Logroñés B (- 2000),https://tmssl.akamaized.net/images/wappen/small/64888.png?lm=1566636414,Logroñés B
None,None,Sannois SG
Potenza Calcio,https://tmssl.akamaized.net/images/wappen/small/7197.png?lm=1664363109,Potenza
CD Arenteiro,https://tmssl.akamaized.net/images/wappen/small/58946.png?lm=1688843561,Arenteiro
Louhans-Cuiseaux FC,https://tmssl.akamaized.net/images/wappen/small/619.png?lm=1599559011,Louhans-Cuiseaux FC
SD Amorebieta,https://tmssl.akamaized.net/images/wappen/small/16575.png?lm=1542477166,Amorebieta
AC Prato,https://tmssl.akamaized.net/images/wappen/small/2250.png?lm=1696236160,Prat
US Vibonese,https://tmssl.akamaized.net/images/wappen/small/8077.png?lm=1597734415,Vibonese
None,None,A.S Béziers
Real Murcia CF,https://tmssl.akamaized.net/images/wappen/small/171.png?lm=1649076153,Murcia
None,None,Sta. Eulalia
Bourges Foot 18,https://tmssl.akamaized.net/images/wappen/small/91662.png?lm=1680182825,Bourges Foot
None,None,C' Chartres Football
Elche Ilicitano,https://tmssl.akamaized.net/images/wappen/small/12317.png?lm=1421955260,Elche B
SV Kapfenberg,https://tmssl.akamaized.net/images/wappen/small/2394.png?lm=1407178499,Kapfenberger SV
FC Augsburg II,https://tmssl.akamaized.net/images/wappen/small/5379.png?lm=1656582897,FC Augsburg II
Paris 13 Atletico,https://tmssl.akamaized.net/images/wappen/small/62382.png?lm=1593006334,Paris 13 Atlético
CD Tudelano,https://tmssl.akamaized.net/images/wappen/small/29271.png?lm=1468151023,Tudelano
SV 07 Elversberg,https://tmssl.akamaized.net/images/wappen/small/64.png?lm=1658300359,Elversberg
FC Rouen 1899,https://tmssl.akamaized.net/images/wappen/small/1564.png?lm=1662479309,FC Rouen
Barakaldo CF,https://tmssl.akamaized.net/images/wappen/small/3708.png?lm=1422971751,Barakaldo
None,None,A. Getxo
CDA Navalcarnero,https://tmssl.akamaized.net/images/wappen/small/20921.png?lm=1514658097,Navalcarnero
CF Villanovense,https://tmssl.akamaized.net/images/wappen/small/7052.png?lm=1664353151,Villanovense
UFC Almeirim U19,https://tmssl.akamaized.net/images/wappen/small/79152.png?lm=1582146715,U. Almeirim
None,None,Vendée Herbiers Foot
None,None,S. Gijón B
None,None,C.D. Marino
Real Oviedo Vetusta,https://tmssl.akamaized.net/images/wappen/small/14707.png?lm=1417193316,Oviedo B
Yverdon Sport FC,https://tmssl.akamaized.net/images/wappen/small/322.png?lm=1656417934,Yverdon
Aubagne FC,https://tmssl.akamaized.net/images/wappen/small/42609.png?lm=1643910199,Aubagne FC
CD Izarra,https://tmssl.akamaized.net/images/wappen/small/18690.png?lm=1488580874,Izarra
AC Reggiana 1919,https://tmssl.akamaized.net/images/wappen/small/5621.png?lm=1662025461,Giana
RAAL La Louvière,https://tmssl.akamaized.net/images/wappen/small/3901.png?lm=1499464460,RAAL La Louvière
Bergerac Périgord FC,https://tmssl.akamaized.net/images/wappen/small/28334.png?lm=1620660385,Bergerac Périgord FC
CD Laredo,https://tmssl.akamaized.net/images/wappen/small/36285.png?lm=1635721442,Laredo
TSV Eintracht Stadtallendorf,https://tmssl.akamaized.net/images/wappen/small/6273.png?lm=1407158355,Stadtallendorf
FC Energie Cottbus,https://tmssl.akamaized.net/images/wappen/small/25.png?lm=1400738965,Cottbus
Chemnitzer FC,https://tmssl.akamaized.net/images/wappen/small/21.png?lm=1403259677,Chemnitz
Andrézieux-Bouthéon FC,https://tmssl.akamaized.net/images/wappen/small/21676.png?lm=1625848305,Andrézieux-Bouthéon FC
Belenenses SAD B,https://tmssl.akamaized.net/images/wappen/small/84974.png?lm=1655815016,Belenenses SAD B
Sporting Club de Toulon,https://tmssl.akamaized.net/images/wappen/small/494.png?lm=1497434475,SC Toulon
SC Beira-Mar,https://tmssl.akamaized.net/images/wappen/small/1436.png?lm=1416392753,Beira-Mar
Tours FC,https://tmssl.akamaized.net/images/wappen/small/3161.png?lm=1408780690,Tours FC
None,None,H. Alicante B
Antequera CF,https://tmssl.akamaized.net/images/wappen/small/16022.png?lm=1696699341,Antequera
FC 08 Homburg,https://tmssl.akamaized.net/images/wappen/small/459.png?lm=1500914229,Homburg
SSV Ulm 1846,https://tmssl.akamaized.net/images/wappen/small/69.png?lm=1406722013,Ulm
Rot-Weiß Oberhausen,https://tmssl.akamaized.net/images/wappen/small/57.png?lm=1403097583,Oberhausen
SV Rödinghausen,https://tmssl.akamaized.net/images/wappen/small/26957.png?lm=1542479001,Rödinghausen
VfR Aalen,https://tmssl.akamaized.net/images/wappen/small/83.png?lm=1403085628,Aalen
None,None,S.D. Logroñés
SAS Epinal,https://tmssl.akamaized.net/images/wappen/small/10838.png?lm=1612362939,SAS Epinal
VSG Altglienicke,https://tmssl.akamaized.net/images/wappen/small/17847.png?lm=1424865736,Altglienicke
None,None,Lusitânia Lourosa
SC Salgueiros,https://tmssl.akamaized.net/images/wappen/small/2434.png?lm=1486317008,Salgueiros
US Saint-Malo,https://tmssl.akamaized.net/images/wappen/small/30612.png?lm=1444076410,US Saint-Malo
Hamburger SV III,https://tmssl.akamaized.net/images/wappen/small/8415.png?lm=1597319275,Hamburger SV III
Real Balompédica Linense,https://tmssl.akamaized.net/images/wappen/small/12605.png?lm=1493065501,Linense
Arzignano Valchiampo,https://tmssl.akamaized.net/images/wappen/small/46619.png?lm=1570544261,Arzignano Valchiampo
FCV Dender EH,https://tmssl.akamaized.net/images/wappen/small/9010.png?lm=1449921839,FCV Dender
CD Toledo,https://tmssl.akamaized.net/images/wappen/small/2929.png?lm=1649076056,Toledo
None,None,EFC Fréjus Saint-Raphaël
None,None,Mieres Deportivo
BSG Chemie Leipzig,https://tmssl.akamaized.net/images/wappen/small/9572.png?lm=1496499113,Chemie Leipzig
FC Carl Zeiss Jena,https://tmssl.akamaized.net/images/wappen/small/113.png?lm=1402955896,Jena
SpVgg Unterhaching,https://tmssl.akamaized.net/images/wappen/small/66.png?lm=1403081188,Unterhaching
Valadares Gaia FC,https://tmssl.akamaized.net/images/wappen/small/56770.png?lm=1583228487,Valadares Gaia
TSV Steinbach Haiger,https://tmssl.akamaized.net/images/wappen/small/39470.png?lm=1665263677,TSV Steinbach
None,None,R. Santander B
Yeclano Deportivo,https://tmssl.akamaized.net/images/wappen/small/21337.png?lm=1508696687,Yeclano
SK Londerzeel,https://tmssl.akamaized.net/images/wappen/small/10473.png?lm=1449921928,Londerzeel
Voltigeurs Châteaubriant B,https://tmssl.akamaized.net/images/wappen/small/default.png?lm=1457423031,Voltigeurs Châteaubriant
Rionegro Águilas,https://tmssl.akamaized.net/images/wappen/small/20590.png?lm=1427638431,Águilas
UD Socuéllamos,https://tmssl.akamaized.net/images/wappen/small/30696.png?lm=1698494206,Socuéllamos
US Bitonto Calcio,https://tmssl.akamaized.net/images/wappen/small/60435.png?lm=1634906373,Bitonto
ZFC Meuselwitz,https://tmssl.akamaized.net/images/wappen/small/2643.png?lm=1545868744,Meuselwitz
SV Drochtersen/Assel,https://tmssl.akamaized.net/images/wappen/small/10213.png?lm=1621089212,Drochtersen
SC Weiche Flensburg 08,https://tmssl.akamaized.net/images/wappen/small/10284.png?lm=1503172009,Weiche
CD Guijuelo,https://tmssl.akamaized.net/images/wappen/small/11615.png?lm=1620472496,Guijuelo
Zamora CF,https://tmssl.akamaized.net/images/wappen/small/10907.png?lm=1422972812,Zamora
None,None,St-Pryvé St-Hilaire FC
AC Mestre,https://tmssl.akamaized.net/images/wappen/small/46196.png?lm=1475237534,Mestre
AZ Picerno,https://tmssl.akamaized.net/images/wappen/small/49430.png?lm=1695377872,Picerno
None,None,A. Sagunto
Sestao River,https://tmssl.akamaized.net/images/wappen/small/13240.png?lm=1670591702,Sestao
None,None,R. Murcia
SC Wiedenbrück,https://tmssl.akamaized.net/images/wappen/small/4955.png?lm=1449267605,Wiedenbrück
Stade Poitevin FC,https://tmssl.akamaized.net/images/wappen/small/30293.png?lm=1615718840,Stade Poitevin FC
1.FC Saarbrücken,https://tmssl.akamaized.net/images/wappen/small/1.png?lm=1657876202,Saarbrücken
Arosa SC,https://tmssl.akamaized.net/images/wappen/small/20220.png?lm=1438598719,Arosa
FC Martigues,https://tmssl.akamaized.net/images/wappen/small/1165.png?lm=1617911075,FC Martigues
Hyères FC B,https://tmssl.akamaized.net/images/wappen/small/87642.png?lm=1628162743,Hyères FC
UR La Louvière Centre,https://tmssl.akamaized.net/images/wappen/small/10107.png?lm=1499521500,La Louvière Centre
FC Chamalières,https://tmssl.akamaized.net/images/wappen/small/46579.png?lm=1567461097,FC Chamalières
Vannes OC,https://tmssl.akamaized.net/images/wappen/small/1377.png?lm=1603574811,Vannes OC
None,None,GFA Rumilly-Vallières
Etoile Carouge FC,https://tmssl.akamaized.net/images/wappen/small/1292.png?lm=1504696228,Etoile Carouge
Wuppertaler SV,https://tmssl.akamaized.net/images/wappen/small/299.png?lm=1458656849,Wuppertal
