name,club,profile_image,year,market_value
Nadir Achahbar,VV DOVO Veenendaal,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,24,-
Billy Nzojyibwami,University of Illinois at Springfield,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,28,-
None,None,None,None,None
None,None,None,None,None
None,None,None,None,None
7 Braga Sports,None,None,None,None
Moïse Bombito,Colorado Rapids,https://img.a.transfermarkt.technology/portrait/small/1089202-1678127250.jpg?lm=1,23,€1.00m
None,None,None,None,None
Jeunes Pro,None,None,None,None
None,None,None,None,None
None,None,None,None,None
Chakir,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,30,-
None,None,None,None,None
None,None,None,None,None
None,None,None,None,None
Chevalier Sports,None,None,None,None
None,None,None,None,None
None,None,None,None,None
B1G Talent,None,None,None,None
Chris Hughton,Unknown,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,64,-
Amadou Mané,Casa Sports,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,45,-
None,None,None,None,None
None,None,None,None,None
None,None,None,None,None
None,None,None,None,None
None,None,None,None,None
None,None,None,None,None
Sport Consulting Management,None,None,None,None
None,None,None,None,None
None,None,None,None,None
Henry Adelaja,None,None,None,None
None,None,None,None,None
AIM fútbol,None,None,None,None
FA Sport,None,None,None,None
None,None,None,None,None
None,None,None,None,None
SPORTBOLD,None,None,None,None
Matthew François,None,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,-,-
None,None,None,None,None
None,None,None,None,None
None,None,None,None,None
None,None,None,None,None
Futgen Talents Agency,None,None,None,None
None,None,None,None,None
Tareq Hamad,Carleton Ravens (Carleton University),https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,26,-
None,None,None,None,None
Mitch O'Brien,Unknown,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,38,-
None,None,None,None,None
Carlos Sánchez,CA Peñarol,https://img.a.transfermarkt.technology/portrait/small/74373-1571742086.jpg?lm=1,39,€50k
Dorian Grault,Unknown,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,28,-
Jack Allatt,Selwyn United FC,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,26,€150k
Calum Murdoch,SMU Huskies (Saint Mary's University),https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,20,-
Lear Otaki,Unknown,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,20,-
Nate Lee,FC Frederick,https://img.a.transfermarkt.technology/portrait/small/368971-1699274880.jpg?lm=1,29,€10k
Daniel McDowall,West Coast Rangers,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,26,€10k
Sean Willcox,Takapuna FC,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,21,€50k
None,None,None,None,None
Daniel Semp,Takapuna FC,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,27,€25k
Shravan Sharma,Oratia United AFC,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,29,-
None,None,None,None,None
Avogama International,None,None,None,None
Afelee Valoa,Nauti FC,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,33,-
Etimoni Timuani,FC Tofaga,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,32,-
Alopua Petoa,FC Nanumaga,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,33,-
Randell Harrevelt,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,30,-
Michael Uchebo,Without Club,https://img.a.transfermarkt.technology/portrait/small/135173-1444048586.jpg?lm=1,33,-
Emmanuel Frimpong,Without Club,https://img.a.transfermarkt.technology/portrait/small/s_93056_11_2012_2.jpg?lm=1,31,-
Mohammed Abubakari,Without Club,https://img.a.transfermarkt.technology/portrait/small/44413-1576160323.jpg?lm=1,37,-
Bryan Orta,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,31,-
Elijah Akin,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,25,-
None,None,None,None,None
Team Spirit Football Consulting,None,None,None,None
None,None,None,None,None
None,None,None,None,None
Kenwyne Jones,None,https://img.a.transfermarkt.technology/portrait/small/28245-1489300228.jpg?lm=1,39,-
Marvin Phillip,AC Port of Spain,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,39,-
None,None,None,None,None
Akil DeFreitas,KF Fjallabyggd,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,37,€10k
Adnane Tighadouini,Without Club,https://img.a.transfermarkt.technology/portrait/small/185570-1447239565.jpg?lm=1,31,-
Alexis Yougouda Kada,Gazelle FA de Garoua,https://img.a.transfermarkt.technology/portrait/small/198131-1583048476.jpg?lm=1,29,-
Patrick Ngoula,Hetten FC,https://img.a.transfermarkt.technology/portrait/small/s_263250_5070_2012_1.jpg?lm=1,30,-
Charles Edoa,Without Club,https://img.a.transfermarkt.technology/portrait/small/s_88822_39536_2012_1.jpg?lm=1,33,-
None,None,None,None,None
Dirceu,---,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,45,-
None,None,None,None,None
Allan Saint-Maximin,Al-Ahli SFC,https://img.a.transfermarkt.technology/portrait/small/272642-1699948672.jpg?lm=1,26,€24.00m
Jarrod Smith,Forrest Hill Milford United,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,39,-
King Junior Mwedzo,Treharris Athletic Western,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,25,-
None,None,None,None,None
Carlos Gutiérrez,UNAM Pumas,https://img.a.transfermarkt.technology/portrait/small/599293-1642814403.jpeg?lm=1,24,€600k
Rafael Castillo,---,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,-,-
Dick Kauma,Unknown,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,35,-
Derrick Taka,None,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,55,-
John Tanisapa,None,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,58,-
Franson Simeon,Unknown,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,30,-
Jean-Emmanuel Effa-Owona,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,39,-
Niall Irwin,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,37,-
Ricardo Nunes,Varzim SC,https://img.a.transfermarkt.technology/portrait/small/22785-1679906483.jpg?lm=1,41,-
Pro24sportsmanagement,None,None,None,None
Olivier Occéan,None,https://img.a.transfermarkt.technology/portrait/small/s_24155_2_2014_02_02_1.jpg?lm=1,42,-
None,None,None,None,None
Pro24sportsmanagement,None,None,None,None
Obafemi Martins,None,https://img.a.transfermarkt.technology/portrait/small/5794-1511175376.jpg?lm=1,39,-
Sulley Muntari,None,https://img.a.transfermarkt.technology/portrait/small/17129-1416397933.jpg?lm=1,39,-
Sekou Cissé,CA Pontarlier,https://img.a.transfermarkt.technology/portrait/small/s_22339_234_2012_2.jpg?lm=1,38,-
Kelvin Leerdam,Los Angeles Galaxy,https://img.a.transfermarkt.technology/portrait/small/92936-1678024293.jpg?lm=1,33,€250k
Cédrick Fiston,None,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,42,-
Carlos Kameni,Antequera CF,https://img.a.transfermarkt.technology/portrait/small/7914-1447239452.jpg?lm=1,39,€50k
Christophe Mandanne,JS Saint-Pierroise,https://img.a.transfermarkt.technology/portrait/small/23952-1458740433.jpg?lm=1,38,-
None,None,None,None,None
None,None,None,None,None
None,None,None,None,None
None,None,None,None,None
Matthew Powell,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,26,-
Enea Grupa d.o.o,None,None,None,None
Mayele Malango,Chattanooga Red Wolves SC,https://img.a.transfermarkt.technology/portrait/small/735326-1684612568.jpg?lm=1,26,€125k
None,None,None,None,None
None,None,None,None,None
None,None,None,None,None
None,None,None,None,None
None,None,None,None,None
None,None,None,None,None
None,None,None,None,None
None,None,None,None,None
MMPIRE AGENCY,None,None,None,None
None,None,None,None,None
None,None,None,None,None
None,None,None,None,None
None,None,None,None,None
None,None,None,None,None
None,None,None,None,None
None,None,None,None,None
MDC Advisors,None,None,None,None
Juan Munoz,FC Helios Tartu,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,25,-
Walid Salma,West Virginia United,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,26,-
None,None,None,None,None
None,None,None,None,None
None,None,None,None,None
None,None,None,None,None
None,None,None,None,None
None,None,None,None,None
Chris Adamou Health & Fitness LTD,None,None,None,None
None,None,None,None,None
Ludvig Kodjo Amla,HFX Wanderers FC,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,23,-
Goodat co. ltd,None,None,None,None
None,None,None,None,None
None,None,None,None,None
None,None,None,None,None
Ioane Kariti,Unknown,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,30,-
Roger Nakasone,Unknown,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,31,-
None,None,None,None,None
Babacar Diop,Lefke TSK,https://img.a.transfermarkt.technology/portrait/small/214231-1567797384.jpeg?lm=1,30,-
None,None,None,None,None
None,None,None,None,None
YSI Football Developers,None,None,None,None
None,None,None,None,None
None,None,None,None,None
None,None,None,None,None
None,None,None,None,None
None,None,None,None,None
None,None,None,None,None
Slim Derouiche,None,None,None,None
None,None,None,None,None
None,None,None,None,None
None,None,None,None,None
None,None,None,None,None
None,None,None,None,None
None,None,None,None,None
None,None,None,None,None
Sport & Event Management,None,None,None,None
None,None,None,None,None
Lamin Jawneh,Without Club,https://img.a.transfermarkt.technology/portrait/small/739290-1582356937.jpg?lm=1,28,-
Dawit Genet,None,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,27,-
Timothy China,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,24,-
Hillary Ezumezu,PAS Pannemeatikos,https://img.a.transfermarkt.technology/portrait/small/522660-1500573200.jpg?lm=1,28,-
Robert Kumadey,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,24,-
None,None,None,None,None
Amraj Lally,Unknown,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,31,-
Spyros Stergiotis,None,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,31,-
Seidu Yahaya,Without Club,https://img.a.transfermarkt.technology/portrait/small/68288-1554849277.png?lm=1,33,-
Mikhail Bredeveldt,Papamoa FC,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,33,-
Teddy Ndje,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,22,-
Jonathan Rosales,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,33,-
Cole Peverley,Papamoa FC,https://img.a.transfermarkt.technology/portrait/small/140652-1583078984.jpg?lm=1,35,-
Steeve Gustan,Unknown,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,38,-
None,None,None,None,None
Diego Olsina,None,https://img.a.transfermarkt.technology/portrait/small/s_67160_10091_2013_11_12_1.jpg?lm=1,45,-
Kyle Beckerman,Utah Valley Wolverines (Utah Valley University),https://img.a.transfermarkt.technology/portrait/small/26995-1584044065.JPG?lm=1,41,-
John Barry Nusum,None,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,42,-
Dany Nounkeu,Unknown,https://img.a.transfermarkt.technology/portrait/small/113938-1502557856.jpg?lm=1,37,-
Cyril Manas,La Valette du Var,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,33,-
Abdou Traoré,Nanjing City,https://img.a.transfermarkt.technology/portrait/small/42941-1568850019.jpeg?lm=1,34,€250k
Fernander Kassaï,None,https://img.a.transfermarkt.technology/portrait/small/166559-1566493457.png?lm=1,36,-
Freddy Adu,None,https://img.a.transfermarkt.technology/portrait/small/8518-1524342808.JPG?lm=1,34,-
Olivier Boumal,Without Club,https://img.a.transfermarkt.technology/portrait/small/93670-1635696020.png?lm=1,34,€150k
None,None,None,None,None
Yannick Sagbo,Without Club,https://img.a.transfermarkt.technology/portrait/small/s_60591_3008_2013_09_27_1.jpg?lm=1,35,-
None,None,None,None,None
Elsaid Maher,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,32,-
Noah Leong,None,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,26,-
None,None,None,None,None
Dominic Grondin,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,25,-
SPORTBOLD,None,None,None,None
SQUARE SPORTS GROUP,None,None,None,None
None,None,None,None,None
None,None,None,None,None
None,None,None,None,None
Epic Sports,None,None,None,None
None,None,None,None,None
None,None,None,None,None
None,None,None,None,None
Christopher Simmler,TSV Schönau (Mrh.),https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,23,-
Apertura Sports GmbH,None,None,None,None
None,None,None,None,None
Ashby Sports Management,None,None,None,None
None,None,None,None,None
Ali Ghazanfari,TMU Bold (Toronto Metropolitan University),https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,25,-
G.k. scouting africa agency,None,None,None,None
Michael Borowski,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,30,-
None,None,None,None,None
None,None,None,None,None
PREMIER'ART MANAGEMENT,None,None,None,None
None,None,None,None,None
None,None,None,None,None
None,None,None,None,None
None,None,None,None,None
"Dreamfactory Sahan, Mohammadi und Kowalski GbR",None,None,None,None
The Promanagers,None,None,None,None
MVP Group,None,None,None,None
Alexander Zis,Guelph United FC,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,25,-
None,None,None,None,None
Daniel Cramarossa,Unknown,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,28,-
Joseph Amato,Unknown,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,31,-
None,None,None,None,None
Mercer & McFlynn,None,None,None,None
None,None,None,None,None
Tre Crosby,Unknown,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,28,-
Bryce Phillips,Without Club,https://img.a.transfermarkt.technology/portrait/small/938169-1634132979.jpg?lm=1,23,-
None,None,None,None,None
Stefan Milidrag,Green Island FC,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,27,€125k
Silverline Sports Management,None,None,None,None
Nordic Sky,None,None,None,None
None,None,None,None,None
None,None,None,None,None
None,None,None,None,None
None,None,None,None,None
Ignazio Muccilli,Woodbridge Strikers,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,26,-
Nazim Amokachi,Lobi Stars FC,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,27,-
Kalim Amokachi,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,27,-
Ian Garrett,Orlando City B,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,27,-
Joel Akpini,Without Club,https://img.a.transfermarkt.technology/portrait/small/488961-1531085741.jpg?lm=1,27,-
Paul Blanchette,Oakland Roots SC,https://img.a.transfermarkt.technology/portrait/small/483971-1663499533.jpg?lm=1,29,€125k
Boubacar Kinda,Without Club,https://img.a.transfermarkt.technology/portrait/small/434619-1531085320.jpg?lm=1,26,-
None,None,None,None,None
Foday Conteh,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,28,-
Chris Lemire,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,40,-
FullSoccer,None,None,None,None
Astonick,None,None,None,None
Jean-Philippe Peguero,Unknown,https://img.a.transfermarkt.technology/portrait/small/27002-1625520736.jpg?lm=1,42,-
Settyslas Loutelamio,Holstin Dynamo,https://img.a.transfermarkt.technology/portrait/small/393185-1532616532.jpg?lm=1,29,-
Brydon Caesar,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,32,-
Philip Njoku,New Era FC,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,27,-
Miles Byass,D'Feeters Kicks Soccer Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,31,-
Andrew Gray,None,https://img.a.transfermarkt.technology/portrait/small/372144-1574019839.jpg?lm=1,35,-
James Pendrigh,Nomads United AFC,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,29,-
Anthony Dafaa,Without Club,https://img.a.transfermarkt.technology/portrait/small/263124-1523351251.jpg?lm=1,35,-
Christian Eissele,None,https://img.a.transfermarkt.technology/portrait/small/277471-1561303170.jpg?lm=1,31,-
Ayao Sossou,Unknown,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,33,-
Leonidas,Without Club,https://img.a.transfermarkt.technology/portrait/small/347339-1554240282.png?lm=1,48,-
Forum Sports Management,None,None,None,None
Andy Dorman,None,https://img.a.transfermarkt.technology/portrait/small/39886-1656196538.jpg?lm=1,41,-
Jeff Larentowicz,None,https://img.a.transfermarkt.technology/portrait/small/24902-1583434780.JPG?lm=1,40,-
Omega Events & Sports GmbH,None,None,None,None
None,None,None,None,None
Andrew Olivieri,None,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,42,-
José Manuel Rivera,None,https://img.a.transfermarkt.technology/portrait/small/58616-1444904332.jpg?lm=1,37,-
Papa Niang,None,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,35,-
Rodrigo López,Sacramento Republic FC,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,45,-
Andrew Weber,None,https://img.a.transfermarkt.technology/portrait/small/59787-1602430139.jpg?lm=1,40,-
Josh Wicks,Syrianska FC,https://img.a.transfermarkt.technology/portrait/small/69803-1614427670.jpg?lm=1,40,-
Shandel Samuel,Rendezvous FC,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,39,-
Judd Molea,Solomon Warriors F.C.,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,35,-
Didier Aka,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,23,-
Paolo De Ceglie,None,https://img.a.transfermarkt.technology/portrait/small/44709-1418827584.jpg?lm=1,37,-
Michele Paolucci,US Civitanovese,https://img.a.transfermarkt.technology/portrait/small/s_41311_22045_2014_02_06_1.jpg?lm=1,37,-
Maniche,Spartak Kostroma,https://img.a.transfermarkt.technology/portrait/small/9822-1486128348.jpg?lm=1,46,-
Pitch Production Technology Management,None,None,None,None
Jude Nworuh,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,34,-
Greg Goodridge,None,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,52,-
Victor Obinna,None,https://img.a.transfermarkt.technology/portrait/small/35852-1471000959.jpg?lm=1,36,-
Justin Hoyte,Miami Beach CF,https://img.a.transfermarkt.technology/portrait/small/7335-1550078273.jpg?lm=1,39,-
Simon Dawkins,Monterey Bay FC,https://img.a.transfermarkt.technology/portrait/small/57488-1648840726.jpg?lm=1,36,€75k
Craig Rocastle,None,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,42,-
Shaun Cummings,Without Club,https://img.a.transfermarkt.technology/portrait/small/s_40614_1032_2012_1.jpg?lm=1,34,-
Lyubomyr Ivanskyi,None,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,40,-
Grygoriy Krasovskyi,None,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,41,-
Lyubomyr Galchuk,None,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,42,-
None,None,None,None,None
Youssef Mouihbi,None,https://img.a.transfermarkt.technology/portrait/small/s_76242_819_2012_1.jpg?lm=1,38,-
Dale Pelayo,Belmopan Bandits,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,23,-
Francisco Torres,Without Club,https://img.a.transfermarkt.technology/portrait/small/s_53572_4774_2013_11_06_1.jpg?lm=1,40,-
Pierre Ibarra,None,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,40,-
Alejandro Castro,Fútbol Consultants Desamparados,https://img.a.transfermarkt.technology/portrait/small/s_73019_3711_2013_07_24_1.jpg?lm=1,36,-
Jayson Tari,Ruerue FC,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,23,-
Bethuel Ollie,North Efate United FC,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,26,-
Mole Mansale,Mauriki FC,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,26,-
None,None,None,None,None
None,None,None,None,None
None,None,None,None,None
None,None,None,None,None
Rogelio Chávez,None,https://img.a.transfermarkt.technology/portrait/small/53178-1441285966.jpg?lm=1,39,-
Waiwo Kalmet,Tafea FC,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,24,-
Gabino Velasco,None,https://img.a.transfermarkt.technology/portrait/small/s_53191_28185_2012_11_05_2.jpg?lm=1,39,-
Dgen Leo,Ruerue FC,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,23,-
Yann Pennequin-Le Bras,AS Vénus Mahina,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,29,€50k
Tamatiti Patia,Unknown,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,32,-
Teave Teamotuaitau,AS Vénus Mahina,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,31,€50k
Édgar Lugo,Unknown,https://img.a.transfermarkt.technology/portrait/small/53183-1453728287.png?lm=1,38,-
Tetahio Teriinohopuaiterai,Unknown,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,26,-
José Antonio Rosas,None,https://img.a.transfermarkt.technology/portrait/small/s_54865_33485_2012_1.jpg?lm=1,37,-
Juan Carlos Valenzuela,None,https://img.a.transfermarkt.technology/portrait/small/s_53065_3631_2013_07_24_1.jpg?lm=1,39,-
Gregorio Torres,None,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,38,-
Edgar Castillo,Unknown,https://img.a.transfermarkt.technology/portrait/small/53542-1583434417.JPG?lm=1,37,-
Diego Araneda,AS Central Sports,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,23,-
Luis Venegas,None,https://img.a.transfermarkt.technology/portrait/small/66913-1488310353.jpg?lm=1,39,-
Christian Tepau,AS Central Sports,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,24,-
José de Santiago,None,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,37,-
None,None,None,None,None
