name,club,profile_image,year,market_value
Rafael Lima,Hercílio Luz FC,https://img.a.transfermarkt.technology/portrait/small/s_54305_17776_2012_1.jpg?lm=1,37,-
Claudecir,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,48,-
Oriol Romeu,FC Barcelona,https://img.a.transfermarkt.technology/portrait/small/66100-1701118491.jpg?lm=1,32,€5.00m
Bruno Mineiro,Nacional AC,https://img.a.transfermarkt.technology/portrait/small/s_97017_10247_2012_1.jpg?lm=1,40,-
Igor Pimenta,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,29,-
Hagen Sport Management,None,None,None,None
Davi Lima,Benfica Castelo Branco,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,23,-
Showball Assessoria Esportiva,None,None,None,None
Pablo Vacaria,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,43,-
Bruno Sena,Internacional de Lages,https://img.a.transfermarkt.technology/portrait/small/638289-1685152498.jpg?lm=1,30,-
Renato Diniz,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,29,-
None,None,None,None,None
Gustavo Bórtoli,Club Deportivo Colonia,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,23,-
Jeferson Maranhense,Tuntum EC,https://img.a.transfermarkt.technology/portrait/small/276052-1438076934.jpg?lm=1,34,-
Giampaolo Lissandro,Esporte Clube São José (RS),https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,74,-
Du Queiroz,Zenit St. Petersburg,https://img.a.transfermarkt.technology/portrait/small/906774-1687631769.png?lm=1,23,€5.00m
Alexsander,Fluminense Football Club,https://img.a.transfermarkt.technology/portrait/small/997714-1674434300.jpg?lm=1,20,€4.00m
John Terry,Tottenham Hotspur,https://img.a.transfermarkt.technology/portrait/small/3160-1462887884.jpg?lm=1,42,-
Gary Kagelmacher,CD Universidad Católica,https://img.a.transfermarkt.technology/portrait/small/58890-1581877844.jpg?lm=1,35,€500k
Jajá,Disqualification,https://img.a.transfermarkt.technology/portrait/small/27245-1488135469.jpg?lm=1,37,-
Carlão,Without Club,https://img.a.transfermarkt.technology/portrait/small/52893-1678904544.jpg?lm=1,37,€100k
Diego Viña,Unknown,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,35,€25k
Douglas Costa,Without Club,https://img.a.transfermarkt.technology/portrait/small/75615-1678022249.jpg?lm=1,33,€1.50m
Axel Witsel,Atlético de Madrid,https://img.a.transfermarkt.technology/portrait/small/35047-1665067807.jpg?lm=1,34,€5.00m
None,None,None,None,None
Jairo Torres,Chicago Fire FC,https://img.a.transfermarkt.technology/portrait/small/371185-1678136232.jpg?lm=1,23,€4.00m
Luan,Grêmio Foot-Ball Porto Alegrense,https://img.a.transfermarkt.technology/portrait/small/313106-1512665089.jpg?lm=1,30,€500k
Olivier Giroud,AC Milan,https://img.a.transfermarkt.technology/portrait/small/82442-1661514565.jpg?lm=1,37,€4.00m
Renzo Cáceres,CD Alfonso Ugarte de Puno,https://img.a.transfermarkt.technology/portrait/small/260096-1606925042.jpg?lm=1,39,€10k
Carlos Valdez,CA Boston River,https://img.a.transfermarkt.technology/portrait/small/s_35709_861_2012_1.jpg?lm=1,40,€10k
Gianluigi Buffon,Paris Saint-Germain,https://img.a.transfermarkt.technology/portrait/small/5023-1688121459.jpg?lm=1,45,-
Rubén Navarro,---,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,-,-
Fernando Pires,Sport Lagoa Seca (PB),https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,54,-
Rafamar,Grêmio Pague Menos,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,35,-
Carlos Dutra,Unknown,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,34,-
Olibier Pizarro,None,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,37,-
Johnny Álvarez,AD Municipal Liberia,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,23,€50k
Rafael Cruz,Without Club,https://img.a.transfermarkt.technology/portrait/small/s_101470_15172_2012_1.jpg?lm=1,38,-
Samoel Cojoc,Unknown,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,34,-
Franco Cabrera,Deportes Recoleta,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,40,€25k
Luís Cetin,AA Internacional de Limeira,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,36,-
Maximiliano Caetano,Club Oriental,https://img.a.transfermarkt.technology/portrait/small/437999-1473606205.JPG?lm=1,26,€225k
Rafael Aranda,Unknown,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,31,-
Rubinho,Clube Atlético Mineiro,https://img.a.transfermarkt.technology/portrait/small/37598-1455553896.jpg?lm=1,41,-
Eduardo Camavinga,Real Madrid,https://img.a.transfermarkt.technology/portrait/small/640428-1668500874.jpg?lm=1,21,€90.00m
Harry Mena,Bolívar SC,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,37,€25k
Bruno Costa,Valenciennes FC,https://img.a.transfermarkt.technology/portrait/small/344519-1542106011.png?lm=1,26,€1.50m
Facundo Vega,Albion FC,https://img.a.transfermarkt.technology/portrait/small/760966-1688999490.jpg?lm=1,25,€250k
Juan Manuel Olivera,CA Peñarol,https://img.a.transfermarkt.technology/portrait/small/84717-1473605816.jpg?lm=1,42,-
Jhonatan Calderón,Unión Tarapoto,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,23,-
Cristiano Ronaldo,Al-Nassr FC,https://img.a.transfermarkt.technology/portrait/small/8198-1694609670.jpg?lm=1,38,€15.00m
Ceará,Cerezo Osaka,https://img.a.transfermarkt.technology/portrait/small/s_38893_609_2012_2.jpg?lm=1,43,-
Marcelinho,GD Estoril Praia,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,45,-
Miguel Almirón,Newcastle United,https://img.a.transfermarkt.technology/portrait/small/272999-1674210265.jpg?lm=1,29,€32.00m
Suassuna,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,24,-
João Figueiredo,Basaksehir FK,https://img.a.transfermarkt.technology/portrait/small/439343-1695643787.png?lm=1,27,€2.50m
Alex Maranhão,Without Club,https://img.a.transfermarkt.technology/portrait/small/s_106504_8698_2010_2.jpg?lm=1,38,-
Alexis Ruano,Olympique Lyon,https://img.a.transfermarkt.technology/portrait/small/7781-1490620235.jpg?lm=1,38,-
Lucas Barboza,Esporte Clube Tupy,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,27,-
Ewerton,Shakhtar Donetsk,https://img.a.transfermarkt.technology/portrait/small/149249-1617109820.jpg?lm=1,34,-
Leonardo Zabala,Santos FC U20,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,21,€100k
Matheus Iacovelli,EC XV de Novembro,https://img.a.transfermarkt.technology/portrait/small/531967-1662911660.png?lm=1,25,-
Dheimison,Maringá FC,https://img.a.transfermarkt.technology/portrait/small/555432-1664196665.jpg?lm=1,34,-
Gabriel Gasparotto,Botafogo FC,https://img.a.transfermarkt.technology/portrait/small/193160-1690741134.jpg?lm=1,29,€50k
Nelson Rebolledo,Rangers de Talca,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,38,€25k
Lucas Piauí,São Gonçalo Esporte Clube (RJ),https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,28,-
Everton Sena,Without Club,https://img.a.transfermarkt.technology/portrait/small/s_210687_7209_2010_1.jpg?lm=1,32,-
Trincão,Sporting CP,https://img.a.transfermarkt.technology/portrait/small/412669-1666100780.jpg?lm=1,23,€12.00m
Rafael Sayão,Unknown,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,32,-
Paulo Paraíba,AD Bahia de Feira (BA),https://img.a.transfermarkt.technology/portrait/small/s_109516_16441_2012_1.jpg?lm=1,37,-
Yaí Fontes,Unknown,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,35,-
José Tancredi,Club Atlético Cerro,https://img.a.transfermarkt.technology/portrait/small/s_76530_2350_2012_12_19_1.jpg?lm=1,40,€10k
Matías Alonso,Uruguay Montevideo FC,https://img.a.transfermarkt.technology/portrait/small/s_73113_332_2013_09_26_1.jpg?lm=1,38,€10k
Filipi Souza,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,36,-
Ignacio Currais,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,27,-
Moisés Caicedo,Chelsea FC,https://img.a.transfermarkt.technology/portrait/small/687626-1660729724.jpg?lm=1,22,€90.00m
Luis Maldonado,Club Atlético Progreso,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,38,€25k
Victor Vellaske,Associação Desportiva Guarulhos (SP),https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,22,-
Léo Jaime,None,https://img.a.transfermarkt.technology/portrait/small/s_76198_8793_2012_1.jpg?lm=1,37,-
Riccardo Montolivo,Yanbian Longding,https://img.a.transfermarkt.technology/portrait/small/19446-1455536395.jpg?lm=1,38,-
Claude Makélélé,CTE Colatina Futebol Clube ,https://img.a.transfermarkt.technology/portrait/small/4182-1542019034.jpg?lm=1,50,-
Germán Alayón,CA Central de San José,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,30,-
Juan Yangurde,Unknown,https://img.a.transfermarkt.technology/portrait/small/522039-1520967437.png?lm=1,26,-
Makeka,Clube Esportivo Flamengo (BA),https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,34,-
Gonzalo da Luz,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,36,-
Álex Duhalde,Unknown,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,21,-
Francisco Coirolo,Montevideo City Torque,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,22,€75k
None,None,None,None,None
Gonzalo Correa,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,30,-
Roberto Pitio,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,36,-
Perdigão,Without Club,https://img.a.transfermarkt.technology/portrait/small/54021-1698241813.jpg?lm=1,46,-
Fernando Lombardi,Without Club,https://img.a.transfermarkt.technology/portrait/small/254346-1598866077.jpg?lm=1,41,-
Luis Aguiar,Club Oriental,https://img.a.transfermarkt.technology/portrait/small/51454-1478090107.jpg?lm=1,38,€10k
Jesús Blanco,Unknown,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,29,-
