shooting,dribbling_control,passing_vision,tackling_interception,aerial_defense,speed_agility,strength_stamina,decision_making,work_ethic_effort,leadership,teamwork,goalkeeping_abilities,behavioral_attributes,player_traits,club_rating
11.5,13.125,10.333333333333334,10.125,10.0,12.833333333333334,13.5,13.25,14.0,6.5,14.0,1.7142857142857142,6.75,2.5,1468.0
12.75,11.625,9.083333333333334,9.0,9.166666666666666,13.0,13.166666666666666,11.75,13.5,7.0,13.5,2.142857142857143,7.75,2.0,1567.0
11.125,12.875,9.833333333333334,9.125,8.0,12.5,13.333333333333334,12.25,14.0,6.25,15.0,2.357142857142857,8.0,2.0,1457.0
14.75,13.5,11.083333333333334,8.0,8.666666666666666,13.166666666666666,14.0,13.75,13.166666666666666,3.25,10.0,2.142857142857143,6.75,3.0,1698.0
10.375,11.875,9.583333333333334,9.5,9.833333333333334,14.5,12.666666666666666,11.25,15.166666666666666,5.25,16.0,2.357142857142857,7.0,2.5,1512.0
13.5,12.375,9.666666666666666,8.25,9.833333333333334,10.833333333333334,13.333333333333334,13.5,12.833333333333334,6.25,12.5,2.142857142857143,8.25,2.5,1517.0
11.625,12.375,10.083333333333334,8.625,8.333333333333334,13.5,14.333333333333334,12.5,14.166666666666666,6.75,14.0,2.2142857142857144,7.25,1.5,1572.0
12.25,11.625,9.916666666666666,8.625,10.666666666666666,10.0,14.666666666666666,12.25,14.0,6.5,14.5,2.4285714285714284,8.25,3.0,1413.0
10.875,11.5,9.916666666666666,10.25,9.0,11.333333333333334,12.833333333333334,11.75,13.5,5.5,13.0,2.0714285714285716,6.5,2.5,1472.0
11.5,14.5,12.0,9.25,6.666666666666667,11.666666666666666,13.0,13.5,12.166666666666666,4.75,13.0,2.0714285714285716,6.75,3.0,1459.0
11.625,12.875,10.583333333333334,8.125,8.0,13.166666666666666,14.166666666666666,10.75,14.333333333333334,3.5,12.5,1.9285714285714286,7.25,1.5,1750.0
12.75,15.125,11.75,7.625,7.833333333333333,12.5,13.166666666666666,12.0,11.5,6.75,12.5,1.8571428571428572,7.75,2.0,1605.0
13.25,15.375,11.166666666666666,7.25,7.833333333333333,14.166666666666666,11.666666666666666,13.25,11.5,6.75,15.0,1.9285714285714286,6.0,1.0,1714.0
11.25,13.0,9.083333333333334,8.875,10.166666666666666,11.166666666666666,13.666666666666666,13.75,15.5,4.5,11.5,2.2857142857142856,8.5,2.5,1156.0
11.125,13.25,9.416666666666666,7.125,9.5,12.5,12.0,12.25,12.333333333333334,5.0,12.0,2.0,6.5,1.5,1524.0
13.0,14.0,11.583333333333334,6.625,7.5,13.833333333333334,13.0,11.75,12.0,4.0,11.0,2.2142857142857144,7.75,2.0,1608.0
11.5,12.625,11.25,11.375,10.5,12.166666666666666,13.666666666666666,13.5,13.166666666666666,6.5,14.5,2.5,7.25,2.0,1685.0
11.5,12.75,9.583333333333334,9.25,10.0,12.5,12.833333333333334,11.0,12.5,7.25,11.5,2.357142857142857,8.0,1.5,1530.0
10.75,12.5,9.583333333333334,7.0,8.0,13.333333333333334,12.666666666666666,10.25,13.833333333333334,4.75,10.5,1.7857142857142858,7.5,1.0,1669.0
12.875,13.75,9.916666666666666,7.875,8.333333333333334,13.0,12.166666666666666,12.25,12.5,6.5,11.5,2.2142857142857144,8.5,2.0,1624.0
11.875,11.25,9.916666666666666,9.75,9.166666666666666,11.166666666666666,13.166666666666666,14.5,12.666666666666666,4.25,12.0,1.8571428571428572,5.0,3.0,1156.0
10.125,11.125,7.833333333333333,6.75,6.333333333333333,11.833333333333334,9.5,9.25,13.0,6.5,10.0,2.0,7.75,2.0,1515.0
9.75,10.5,8.916666666666666,8.375,10.0,11.5,14.5,12.5,13.333333333333334,5.0,13.5,2.2857142857142856,8.75,2.5,1437.0
11.125,13.5,9.666666666666666,7.75,9.666666666666666,13.166666666666666,14.166666666666666,12.75,13.5,5.5,13.0,1.9285714285714286,8.5,2.0,1482.0
11.75,12.0,8.25,7.75,7.666666666666667,13.333333333333334,13.833333333333334,12.5,12.5,4.0,12.5,2.0714285714285716,6.0,2.5,1156.0
9.5,12.125,9.166666666666666,8.25,6.666666666666667,14.166666666666666,13.0,11.25,13.333333333333334,4.5,14.5,2.2857142857142856,6.5,1.5,1443.0
11.25,12.0,10.083333333333334,8.75,10.166666666666666,10.833333333333334,12.833333333333334,12.75,12.333333333333334,6.5,16.5,1.7142857142857142,8.0,2.0,1526.0
12.375,10.375,10.75,9.0,10.166666666666666,10.666666666666666,13.5,11.5,12.5,7.5,10.0,2.0714285714285716,6.25,1.5,1406.0
11.625,13.25,10.583333333333334,9.0,10.166666666666666,12.666666666666666,13.5,10.75,12.833333333333334,7.5,12.0,2.4285714285714284,10.0,2.5,1250.0
11.5,14.5,9.5,8.25,10.333333333333334,12.333333333333334,12.833333333333334,11.75,10.5,3.0,12.5,2.357142857142857,5.0,2.0,1686.0
8.0,10.625,6.333333333333333,5.25,8.166666666666666,11.166666666666666,7.833333333333333,9.0,9.833333333333334,5.75,8.5,1.8571428571428572,6.75,2.5,1421.0
11.875,14.0,11.5,7.25,7.666666666666667,12.166666666666666,13.0,12.5,11.333333333333334,4.5,13.5,2.357142857142857,4.5,1.0,1587.0
11.0,11.375,9.916666666666666,9.0,10.0,9.833333333333334,13.666666666666666,12.25,14.833333333333334,5.25,12.0,2.5714285714285716,7.5,2.5,1428.0
11.875,10.0,9.166666666666666,8.625,11.166666666666666,10.833333333333334,13.833333333333334,10.75,13.333333333333334,6.5,14.0,1.9285714285714286,8.0,1.0,1498.0
9.375,10.75,8.0,8.25,9.333333333333334,10.666666666666666,11.5,11.0,9.833333333333334,6.0,9.0,1.9285714285714286,6.25,1.0,1685.0
11.5,12.25,10.416666666666666,9.75,9.5,11.333333333333334,12.166666666666666,11.75,13.333333333333334,5.75,10.5,2.0714285714285716,6.25,1.0,1598.0
11.875,13.625,9.916666666666666,8.125,10.333333333333334,11.333333333333334,13.166666666666666,13.25,12.666666666666666,5.0,13.0,2.0,6.75,1.5,1706.0
11.75,13.75,10.416666666666666,8.875,9.166666666666666,13.166666666666666,13.5,12.75,11.833333333333334,6.0,12.5,2.4285714285714284,7.0,2.0,1544.0
11.0,13.0,9.583333333333334,7.125,7.5,14.0,11.333333333333334,10.25,8.666666666666666,5.25,10.0,2.0,6.5,2.5,1431.0
11.375,13.0,9.75,8.375,8.833333333333334,13.5,12.166666666666666,11.75,12.333333333333334,6.25,13.5,1.8571428571428572,8.25,2.0,1256.0
10.125,12.75,9.083333333333334,7.25,8.333333333333334,12.666666666666666,10.666666666666666,9.5,11.666666666666666,5.75,11.0,1.9285714285714286,5.5,3.0,1388.0
10.375,11.75,10.166666666666666,8.75,9.333333333333334,12.0,13.0,11.0,13.333333333333334,5.75,13.5,1.7857142857142858,7.25,2.5,1156.0
10.25,11.25,9.333333333333334,8.5,9.333333333333334,11.333333333333334,12.0,13.5,14.333333333333334,6.5,14.0,2.142857142857143,8.0,4.0,1488.0
10.625,12.875,10.833333333333334,8.125,7.333333333333333,14.166666666666666,12.666666666666666,11.5,14.166666666666666,6.5,15.0,1.9285714285714286,6.75,2.0,1721.0
10.875,13.125,10.0,8.25,7.166666666666667,12.5,11.333333333333334,11.75,11.5,5.5,12.5,1.8571428571428572,5.75,2.5,1156.0
13.5,14.875,11.75,7.5,7.666666666666667,13.166666666666666,11.333333333333334,11.25,9.5,6.5,11.0,1.7142857142857142,6.75,2.5,1541.0
9.0,11.125,10.25,7.75,7.666666666666667,11.166666666666666,11.833333333333334,12.0,10.666666666666666,5.75,14.5,2.0714285714285716,7.75,1.5,1367.0
12.0,12.5,10.75,7.125,8.0,13.666666666666666,10.833333333333334,10.0,11.666666666666666,5.5,11.5,2.0714285714285716,5.25,1.5,1156.0
12.25,12.0,9.666666666666666,8.375,9.5,10.5,12.5,13.25,13.166666666666666,5.75,13.0,2.0714285714285716,7.5,2.5,1479.0
9.625,11.875,9.75,7.625,7.166666666666667,10.833333333333334,11.833333333333334,13.0,11.5,4.75,11.5,2.142857142857143,5.5,3.0,1156.0
9.875,10.5,10.916666666666666,9.25,8.333333333333334,12.0,12.666666666666666,10.0,12.5,5.5,11.0,2.2142857142857144,6.0,2.0,1156.0
11.375,11.625,9.5,7.5,9.166666666666666,12.833333333333334,12.5,11.25,12.166666666666666,5.0,9.5,1.7857142857142858,8.5,2.5,1156.0
13.0,13.0,10.333333333333334,7.5,8.666666666666666,12.166666666666666,12.166666666666666,12.5,12.833333333333334,6.75,13.0,2.2142857142857144,7.25,2.0,1406.0
12.625,14.5,12.0,8.375,7.5,11.833333333333334,10.666666666666666,12.75,10.833333333333334,5.75,10.0,2.357142857142857,7.5,3.5,1519.0
12.125,13.0,9.166666666666666,8.125,9.166666666666666,12.666666666666666,13.166666666666666,12.5,13.666666666666666,5.75,9.5,2.2142857142857144,7.5,2.5,1530.0
11.625,11.625,8.666666666666666,8.5,10.166666666666666,12.666666666666666,14.333333333333334,12.0,14.0,3.75,10.0,1.8571428571428572,7.25,2.0,1459.0
12.125,10.625,9.583333333333334,7.75,7.666666666666667,11.333333333333334,13.5,12.25,11.833333333333334,4.5,13.5,1.7142857142857142,7.0,1.5,1464.0
9.75,11.875,8.166666666666666,5.5,7.166666666666667,12.333333333333334,7.833333333333333,9.25,8.0,6.25,9.0,2.2142857142857144,6.75,1.5,1440.0
9.75,11.75,9.5,8.25,9.333333333333334,11.833333333333334,11.833333333333334,12.0,11.166666666666666,5.25,11.5,2.357142857142857,6.25,3.0,1462.0
10.875,11.5,10.083333333333334,8.125,9.333333333333334,11.5,13.833333333333334,10.5,14.666666666666666,8.75,14.0,2.2857142857142856,7.5,1.5,1156.0
11.25,9.0,8.416666666666666,11.5,11.166666666666666,9.666666666666666,14.5,12.0,15.0,5.25,16.5,2.4285714285714284,10.25,3.0,1342.0
10.25,10.0,8.333333333333334,9.5,9.666666666666666,11.333333333333334,13.333333333333334,12.0,14.166666666666666,6.5,13.5,2.357142857142857,7.5,1.5,1156.0
10.625,12.625,9.166666666666666,7.125,7.0,11.5,11.5,10.25,9.166666666666666,4.5,11.0,2.2857142857142856,4.75,2.5,1423.0
10.125,10.375,9.0,8.75,9.0,12.833333333333334,13.333333333333334,11.5,12.5,4.5,12.0,2.642857142857143,8.25,2.0,1279.0
10.125,13.0,9.0,9.125,6.333333333333333,12.5,11.333333333333334,12.25,8.0,5.75,13.0,2.357142857142857,5.75,2.5,1425.0
9.75,11.5,8.333333333333334,8.25,11.0,12.5,14.333333333333334,12.0,12.333333333333334,4.25,10.5,2.0,7.5,1.0,1578.0
10.875,11.0,8.416666666666666,7.0,7.666666666666667,13.333333333333334,11.833333333333334,10.0,11.666666666666666,5.0,11.5,1.9285714285714286,7.25,2.5,1156.0
11.625,13.375,10.833333333333334,6.0,6.833333333333333,13.0,10.166666666666666,10.0,10.5,4.0,10.5,2.357142857142857,6.5,2.0,1453.0
12.25,10.5,9.0,9.875,10.166666666666666,12.5,13.833333333333334,10.0,13.333333333333334,4.75,11.0,1.5,8.25,2.5,1567.0
11.0,13.625,9.75,6.125,6.666666666666667,13.166666666666666,8.666666666666666,10.0,10.666666666666666,4.25,11.5,2.4285714285714284,5.75,1.0,1554.0
10.875,11.25,10.166666666666666,9.625,8.833333333333334,12.5,11.0,10.5,10.166666666666666,7.0,10.5,2.0714285714285716,7.0,3.0,1471.0
8.25,10.75,7.666666666666667,8.375,11.0,11.5,12.5,12.25,12.666666666666666,4.5,13.0,2.4285714285714284,7.25,1.5,1632.0
11.0,10.5,8.666666666666666,8.125,9.333333333333334,11.0,12.166666666666666,11.25,10.666666666666666,4.75,12.0,2.0,7.25,2.5,1324.0
10.0,11.75,8.666666666666666,7.75,10.5,12.166666666666666,12.5,10.5,14.166666666666666,4.5,15.0,1.7142857142857142,6.0,1.5,1358.0
10.875,11.5,9.166666666666666,8.75,7.666666666666667,12.666666666666666,12.333333333333334,10.75,13.0,7.0,12.0,1.9285714285714286,6.25,2.0,1489.0
10.75,12.125,9.75,8.25,6.666666666666667,12.666666666666666,12.666666666666666,12.0,11.666666666666666,5.5,11.0,2.142857142857143,6.25,2.5,1156.0
11.625,10.625,9.083333333333334,7.875,9.333333333333334,12.666666666666666,13.333333333333334,12.25,12.166666666666666,6.25,10.5,1.8571428571428572,7.25,1.5,1156.0
12.125,11.375,8.916666666666666,8.75,10.333333333333334,11.5,15.333333333333334,13.25,15.5,6.0,11.0,2.142857142857143,8.5,3.0,1549.0
10.5,10.625,9.666666666666666,9.75,10.666666666666666,11.333333333333334,15.0,11.75,14.0,6.25,14.5,1.8571428571428572,5.75,3.5,1530.0
12.25,13.625,9.833333333333334,7.625,7.666666666666667,12.166666666666666,12.0,12.0,10.166666666666666,5.25,9.0,2.0,5.0,1.5,1552.0
11.625,12.625,10.416666666666666,7.75,6.666666666666667,11.5,12.666666666666666,12.75,12.833333333333334,6.75,13.0,1.7857142857142858,8.75,2.0,1499.0
8.25,10.875,5.666666666666667,6.125,8.333333333333334,12.0,9.333333333333334,8.5,8.666666666666666,2.25,7.5,2.0714285714285716,7.5,2.5,1342.0
9.5,12.25,9.166666666666666,8.375,8.0,13.833333333333334,12.833333333333334,9.5,13.5,5.5,12.5,2.2857142857142856,5.75,1.5,1156.0
12.75,12.375,10.416666666666666,8.625,9.0,11.333333333333334,13.166666666666666,12.75,12.833333333333334,6.0,12.5,2.357142857142857,6.75,1.0,1642.0
10.125,11.25,9.583333333333334,6.625,9.166666666666666,12.333333333333334,13.166666666666666,12.5,12.833333333333334,4.0,12.5,1.8571428571428572,7.25,1.0,1308.0
10.5,10.875,11.416666666666666,8.5,9.0,12.666666666666666,11.666666666666666,12.25,12.5,5.5,14.0,1.9285714285714286,8.5,2.0,1374.0
12.375,12.5,10.5,8.25,7.166666666666667,12.0,12.666666666666666,11.5,11.0,5.75,12.5,1.8571428571428572,6.75,2.5,1463.0
10.375,10.5,7.916666666666667,9.0,10.333333333333334,11.833333333333334,14.5,11.0,14.166666666666666,5.75,12.0,2.142857142857143,8.0,2.0,1680.0
7.25,8.25,6.916666666666667,5.75,7.5,12.666666666666666,9.333333333333334,9.0,7.5,5.0,7.5,2.0,7.75,1.5,1622.0
9.75,10.875,9.166666666666666,7.875,7.0,11.666666666666666,11.833333333333334,10.75,11.333333333333334,4.0,11.0,1.6428571428571428,7.5,1.0,1318.0
10.625,10.625,8.916666666666666,9.0,9.333333333333334,11.833333333333334,11.666666666666666,11.75,13.0,6.25,12.0,1.5714285714285714,6.25,3.0,1499.0
10.5,12.625,9.333333333333334,7.0,7.5,14.333333333333334,13.333333333333334,11.25,13.166666666666666,3.0,10.0,2.142857142857143,8.0,2.0,1562.0
9.25,10.625,7.666666666666667,8.125,9.666666666666666,11.166666666666666,11.166666666666666,10.25,12.0,4.75,10.0,1.9285714285714286,5.25,2.5,1156.0
12.0,11.875,10.083333333333334,7.375,8.5,12.333333333333334,10.166666666666666,10.75,13.0,3.0,11.0,1.5,5.0,1.5,1596.0
11.375,10.875,10.166666666666666,9.75,7.666666666666667,11.5,12.0,10.0,9.333333333333334,5.0,9.0,2.357142857142857,6.5,2.0,1579.0
11.0,11.5,9.333333333333334,7.875,8.166666666666666,11.833333333333334,14.666666666666666,12.5,14.0,6.5,11.5,2.142857142857143,8.25,3.5,1371.0
12.125,9.5,10.083333333333334,8.875,9.666666666666666,10.666666666666666,13.0,13.25,13.5,4.75,12.0,1.8571428571428572,9.25,1.5,1156.0
8.375,12.125,7.666666666666667,6.625,7.833333333333333,11.5,11.166666666666666,11.0,11.166666666666666,4.75,11.5,2.2857142857142856,4.5,2.0,1156.0
10.125,10.875,8.666666666666666,7.5,7.0,11.333333333333334,11.5,10.5,9.666666666666666,6.0,12.5,2.7142857142857144,6.5,2.0,1457.0
10.375,10.125,8.166666666666666,8.625,10.333333333333334,10.0,13.166666666666666,11.25,13.833333333333334,6.5,12.5,2.5714285714285716,7.5,2.0,1156.0
8.625,12.25,8.666666666666666,8.625,8.5,12.833333333333334,9.666666666666666,12.0,9.0,8.0,8.5,1.8571428571428572,4.75,2.5,1156.0
7.75,11.0,7.083333333333333,6.25,9.333333333333334,11.333333333333334,12.0,9.25,10.5,5.25,12.5,2.4285714285714284,5.75,2.0,1156.0
12.125,10.5,8.666666666666666,7.75,9.5,11.333333333333334,12.333333333333334,12.75,12.833333333333334,4.5,10.5,2.357142857142857,5.5,2.0,1156.0
9.875,8.875,8.583333333333334,7.25,9.666666666666666,10.333333333333334,11.666666666666666,8.5,11.833333333333334,6.5,11.0,2.357142857142857,6.25,1.5,1340.0
11.625,12.5,8.333333333333334,7.5,7.0,13.666666666666666,11.833333333333334,10.5,10.666666666666666,5.5,8.5,1.8571428571428572,6.25,2.5,1336.0
9.125,8.625,9.083333333333334,8.625,8.333333333333334,11.333333333333334,12.166666666666666,9.75,11.833333333333334,4.5,12.0,2.2857142857142856,6.5,2.0,1156.0
10.125,11.5,9.5,7.875,7.666666666666667,11.833333333333334,12.166666666666666,11.0,12.166666666666666,4.75,11.5,1.7857142857142858,7.25,2.5,1397.0
7.125,10.75,5.5,5.625,10.166666666666666,10.333333333333334,8.166666666666666,7.0,9.166666666666666,4.25,6.5,2.4285714285714284,5.5,2.0,1304.0
12.625,11.0,10.416666666666666,9.75,10.0,11.333333333333334,12.5,12.5,13.666666666666666,5.75,12.0,2.142857142857143,9.25,4.0,1156.0
10.0,11.375,9.5,9.0,8.666666666666666,11.0,9.666666666666666,12.0,10.666666666666666,6.25,10.0,2.0714285714285716,5.0,2.0,1156.0
11.5,11.875,8.083333333333334,8.125,9.666666666666666,10.833333333333334,11.5,12.5,11.666666666666666,4.0,10.5,2.357142857142857,6.0,2.0,1317.0
9.625,12.375,10.166666666666666,9.125,7.5,12.166666666666666,10.333333333333334,12.0,10.666666666666666,5.25,11.5,2.4285714285714284,7.0,2.5,1299.0
12.0,12.375,10.25,10.125,7.166666666666667,11.833333333333334,12.0,12.0,12.5,5.75,12.0,2.642857142857143,5.25,3.0,1425.0
12.625,13.5,11.5,7.375,8.5,13.333333333333334,12.333333333333334,12.0,12.0,5.0,13.5,1.6428571428571428,5.75,1.0,1767.0
10.0,12.5,8.166666666666666,7.5,8.166666666666666,11.666666666666666,11.166666666666666,11.75,12.5,5.25,11.5,2.5,5.0,2.0,1515.0
11.5,11.25,8.916666666666666,8.375,9.5,12.333333333333334,14.166666666666666,10.25,11.833333333333334,5.5,10.0,2.0714285714285716,6.25,1.5,1441.0
11.125,11.5,9.833333333333334,8.125,8.166666666666666,13.0,11.833333333333334,12.75,13.0,6.0,10.5,2.2142857142857144,6.25,1.5,1156.0
11.125,10.75,7.416666666666667,6.875,9.5,10.833333333333334,12.666666666666666,11.25,12.833333333333334,5.75,11.0,2.4285714285714284,6.25,1.5,1156.0
9.125,13.75,8.916666666666666,7.125,9.333333333333334,11.666666666666666,13.333333333333334,10.0,13.166666666666666,5.75,10.5,2.5714285714285716,5.75,2.0,1156.0
11.0,10.0,9.666666666666666,9.0,9.0,10.666666666666666,10.0,10.5,12.666666666666666,6.75,13.5,2.2857142857142856,5.25,2.0,1490.0
8.5,11.125,8.583333333333334,7.75,7.0,12.333333333333334,12.666666666666666,11.75,11.333333333333334,6.25,12.0,2.4285714285714284,6.25,2.5,1156.0
9.75,13.0,9.25,6.25,5.166666666666667,13.0,9.666666666666666,10.25,8.5,5.5,9.0,1.8571428571428572,3.75,2.5,1376.0
12.625,12.125,8.5,7.0,9.833333333333334,11.0,13.5,11.25,11.666666666666666,4.75,9.0,2.5714285714285716,9.5,3.0,1407.0
7.375,11.75,4.916666666666667,6.875,7.0,12.333333333333334,6.166666666666667,10.25,8.0,5.0,6.0,2.0714285714285716,5.5,1.5,1300.0
9.875,10.25,8.583333333333334,7.5,10.166666666666666,13.5,12.666666666666666,10.25,13.166666666666666,5.25,13.0,2.0,6.75,1.5,1536.0
10.375,11.875,10.666666666666666,9.625,8.5,12.666666666666666,12.333333333333334,9.5,13.5,6.75,12.5,2.357142857142857,6.25,1.0,1436.0
8.875,12.0,7.666666666666667,7.625,9.5,13.0,10.833333333333334,12.0,12.833333333333334,3.75,11.5,1.5714285714285714,7.75,3.0,1320.0
9.25,12.75,8.333333333333334,7.5,7.666666666666667,10.666666666666666,8.833333333333334,9.25,8.166666666666666,5.0,11.0,2.0714285714285716,4.25,1.5,1526.0
9.75,10.75,7.166666666666667,7.25,9.0,10.833333333333334,9.833333333333334,9.25,12.666666666666666,6.5,11.5,1.7857142857142858,7.75,2.5,1156.0
12.125,11.75,8.25,7.5,9.166666666666666,11.666666666666666,12.833333333333334,12.0,9.833333333333334,4.25,9.5,2.357142857142857,6.75,2.5,1156.0
12.125,12.875,11.583333333333334,9.125,9.666666666666666,11.333333333333334,11.666666666666666,12.75,11.833333333333334,6.25,11.5,1.6428571428571428,8.25,1.5,1552.0
10.25,12.625,7.083333333333333,5.0,8.0,13.666666666666666,10.5,11.25,7.833333333333333,4.5,6.5,2.0,5.75,2.0,1408.0
10.5,11.0,8.833333333333334,9.5,10.333333333333334,11.166666666666666,13.5,11.75,14.166666666666666,4.5,13.5,1.5,7.5,2.0,1449.0
9.875,11.375,9.333333333333334,8.625,9.0,11.5,11.833333333333334,10.75,10.5,7.0,10.0,1.6428571428571428,6.0,1.0,1434.0
11.25,11.25,8.916666666666666,7.375,8.5,10.833333333333334,10.666666666666666,10.75,10.5,5.25,11.0,2.357142857142857,5.75,1.5,1156.0
9.625,11.125,9.833333333333334,6.75,7.0,12.0,10.666666666666666,12.0,10.166666666666666,3.75,11.5,2.5,7.75,1.5,1272.0
7.625,7.625,6.833333333333333,5.75,7.333333333333333,11.666666666666666,10.333333333333334,8.75,9.166666666666666,3.75,7.0,1.7142857142857142,4.75,2.5,1156.0
11.375,11.25,8.5,8.5,8.333333333333334,12.0,12.666666666666666,10.5,12.166666666666666,5.25,9.5,2.0,7.25,2.0,1156.0
10.375,12.25,9.416666666666666,6.0,7.166666666666667,12.0,9.333333333333334,9.25,8.666666666666666,3.0,11.5,2.642857142857143,6.0,2.0,1364.0
9.25,9.875,7.666666666666667,7.375,8.166666666666666,11.833333333333334,13.0,10.5,12.666666666666666,3.75,10.5,2.0714285714285716,9.0,1.5,1156.0
11.625,10.5,9.75,8.125,10.166666666666666,10.5,12.5,11.5,11.666666666666666,5.0,10.5,2.357142857142857,5.75,1.5,1156.0
10.625,10.625,7.416666666666667,7.875,10.0,11.333333333333334,12.666666666666666,12.5,15.333333333333334,4.75,13.0,2.0,4.5,1.5,1375.0
5.0,10.5,8.166666666666666,6.25,3.6666666666666665,11.333333333333334,6.333333333333333,11.0,5.333333333333333,6.0,7.0,1.8571428571428572,7.0,3.0,1156.0
11.25,10.875,8.25,9.625,10.833333333333334,11.333333333333334,13.666666666666666,12.5,12.833333333333334,6.5,12.5,2.2142857142857144,5.75,3.0,1156.0
10.125,9.75,9.416666666666666,8.875,9.166666666666666,11.333333333333334,12.333333333333334,8.25,13.5,6.0,12.5,2.0,8.25,1.5,1361.0
11.125,13.0,10.5,8.125,8.5,11.5,12.333333333333334,11.25,10.833333333333334,5.0,11.0,2.357142857142857,8.0,2.0,1347.0
12.0,13.125,10.166666666666666,9.125,8.166666666666666,12.666666666666666,11.5,11.5,11.833333333333334,5.25,10.0,2.142857142857143,6.5,2.0,1366.0
10.875,11.125,10.0,7.75,6.833333333333333,13.666666666666666,11.166666666666666,12.5,10.833333333333334,6.25,13.0,2.142857142857143,5.0,2.5,1389.0
9.0,11.25,8.5,8.5,8.333333333333334,12.5,10.666666666666666,11.0,12.833333333333334,5.75,12.5,2.2142857142857144,6.75,1.5,1470.0
12.25,11.5,10.166666666666666,8.375,8.666666666666666,10.833333333333334,12.0,11.0,13.833333333333334,5.25,13.5,2.4285714285714284,6.5,1.0,1156.0
10.875,10.875,7.75,7.75,9.0,11.0,12.166666666666666,11.0,11.0,4.5,13.0,2.142857142857143,7.5,2.5,1156.0
12.5,10.75,11.083333333333334,9.0,7.5,11.166666666666666,13.5,12.25,14.5,5.75,13.5,1.5714285714285714,7.75,2.5,1512.0
8.375,9.125,7.0,8.0,7.833333333333333,10.5,10.5,12.0,10.5,5.25,9.0,2.0,5.75,1.5,1156.0
8.875,13.875,9.083333333333334,7.0,6.333333333333333,12.5,12.0,10.5,11.333333333333334,4.0,12.5,2.2857142857142856,5.0,2.5,1156.0
7.75,10.5,7.083333333333333,6.625,9.166666666666666,12.833333333333334,9.166666666666666,8.25,11.333333333333334,5.5,9.5,2.0714285714285716,4.5,2.0,1156.0
11.0,11.125,8.833333333333334,8.375,9.166666666666666,11.666666666666666,11.833333333333334,10.0,11.833333333333334,6.5,12.5,2.142857142857143,6.5,1.0,1417.0
9.25,11.625,9.25,6.625,8.5,13.0,12.166666666666666,10.5,11.666666666666666,3.75,11.0,2.0714285714285716,6.5,2.5,1156.0
9.25,9.875,9.0,9.25,9.666666666666666,12.0,12.833333333333334,10.5,13.833333333333334,6.75,14.0,2.0,7.75,2.5,1468.0
