name,club,profile_image,year,market_value
Farid Talhaoui,Ménival FC,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,41,-
Kenneth Aninkora,DHSC Utrecht,https://img.a.transfermarkt.technology/portrait/small/456373-1567763985.jpg?lm=1,25,-
Mauricio Isla,CA Independiente,https://img.a.transfermarkt.technology/portrait/small/43722-1567076491.JPG?lm=1,35,€425k
Marco Talin,Caldogno,https://img.a.transfermarkt.technology/portrait/small/267372-1455273895.jpg?lm=1,27,-
Barcelona Football Management,None,None,None,None
António Silva,SL Benfica,https://img.a.transfermarkt.technology/portrait/small/650568-1700235534.jpg?lm=1,20,€45.00m
António Silva,SL Benfica,https://img.a.transfermarkt.technology/portrait/small/650568-1700235534.jpg?lm=1,20,€45.00m
Borja Angoitia,Unknown,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,31,-
None,None,None,None,None
Abdoul Talla,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,35,-
António Silva,SL Benfica,https://img.a.transfermarkt.technology/portrait/small/650568-1700235534.jpg?lm=1,20,€45.00m
Devin Angleberger,SpVgg Greuther Fürth,https://img.a.transfermarkt.technology/portrait/small/692338-1657045548.jpg?lm=1,20,€150k
António Silva,SL Benfica,https://img.a.transfermarkt.technology/portrait/small/650568-1700235534.jpg?lm=1,20,€45.00m
António Silva,SL Benfica,https://img.a.transfermarkt.technology/portrait/small/650568-1700235534.jpg?lm=1,20,€45.00m
Gabriele Talon,Unknown,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,19,-
Mersudin Talovic,FC Azzurri Yverdon,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,33,-
Francesco Tamagnini,Unknown,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,21,-
António Silva,SL Benfica,https://img.a.transfermarkt.technology/portrait/small/650568-1700235534.jpg?lm=1,20,€45.00m
Armando Nieves,KF Liria Prizren,https://img.a.transfermarkt.technology/portrait/small/189398-1471614937.jpg?lm=1,34,-
Jonathan Pereira,Khaitan SC,https://img.a.transfermarkt.technology/portrait/small/53239-1447254811.jpg?lm=1,36,-
Manuel Angiulli,Without Club,https://img.a.transfermarkt.technology/portrait/small/263711-1572955538.jpg?lm=1,28,-
Vincent Tamayo,FC Savièse,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,28,-
Luciano,CD Tondela,https://img.a.transfermarkt.technology/portrait/small/s_13048_202_2012_1.jpg?lm=1,43,-
Michael Tambak,Vlijtingen VV,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,31,-
Lucas Pereira,---,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,-,-
Vítor,ACD Pica,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,64,-
Yazid Tambo,SV Donaustauf,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,20,-
None,None,None,None,None
None,None,None,None,None
Marlon Pereira,Steeds Hooger,https://img.a.transfermarkt.technology/portrait/small/122173-1418927441.jpg?lm=1,36,-
Nurio José Silva,AS Domérat,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,-,-
Míchel,UD Villa de Santa Brígida,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,48,-
Mauro Silva,GD Mealhada,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,45,-
Mauro Silva,GD Mealhada,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,45,-
Mike Moura,FC Felgueiras 1932,https://img.a.transfermarkt.technology/portrait/small/292363-1550847024.jpg?lm=1,34,-
Hugo Almeida,Melbourne City FC,https://img.a.transfermarkt.technology/portrait/small/9824-1407752279.jpg?lm=1,39,-
Niklas Andruchowicz,TSV Ratzenried,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,22,-
Léo Andris,Chaumont FC,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,21,-
None,None,None,None,None
None,None,None,None,None
Andrezinho,Anadia FC,https://img.a.transfermarkt.technology/portrait/small/16876-1547029173.jpg?lm=1,40,-
Lionel Messi,Inter Miami CF,https://img.a.transfermarkt.technology/portrait/small/28003-1694590254.jpg?lm=1,36,€35.00m
Taner Taktak,KVK Beringen,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,33,-
Taner Yalçın,SC 08 Elsdorf,https://img.a.transfermarkt.technology/portrait/small/52891-1536356899.jpg?lm=1,33,-
None,None,None,None,None
João Pedro,Al-Taawoun FC,https://img.a.transfermarkt.technology/portrait/small/293471-1609186768.png?lm=1,30,€6.00m
Marco Andreolli,None,https://img.a.transfermarkt.technology/portrait/small/36356-1447239810.jpg?lm=1,37,-
Rafael,Botafogo de Futebol e Regatas,https://img.a.transfermarkt.technology/portrait/small/61892-1563889964.jpg?lm=1,33,€800k
Alexandros Tanidis,Unknown,https://img.a.transfermarkt.technology/portrait/small/176959-1437393225.jpg?lm=1,32,-
Stanislav Lobotka,SSC Napoli,https://img.a.transfermarkt.technology/portrait/small/192735-1661509021.jpg?lm=1,29,€40.00m
Sandro Pacheco,CS Romontois II,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,40,-
Ricardo Pereira,Leicester City,https://img.a.transfermarkt.technology/portrait/small/215876-1510137446.jpg?lm=1,30,€10.00m
Riccardo Andreoli,Unknown,https://img.a.transfermarkt.technology/portrait/small/603933-1543916540.jpg?lm=1,23,-
Nicola Andreoli,US Cellatica,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,31,-
None,None,None,None,None
Rui Pereira,AD Limianos,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,21,-
Romain Andréa,Villefranche Saint-Jean Beaulieu FC ,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,32,-
Paulo André,SC Braga,https://img.a.transfermarkt.technology/portrait/small/32802-1554731653.jpg?lm=1,40,-
Tiago,Borussia Mönchengladbach U19,https://img.a.transfermarkt.technology/portrait/small/s_9820_3348_2012_1.jpg?lm=1,48,-
Collins Tanor,South Bend Lions FC,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,25,-
Tiago,Varzim SC,https://img.a.transfermarkt.technology/portrait/small/s_9820_3348_2012_1.jpg?lm=1,48,-
Tiago,Pevidém SC,https://img.a.transfermarkt.technology/portrait/small/s_9820_3348_2012_1.jpg?lm=1,48,-
José María Giménez,Atlético de Madrid,https://img.a.transfermarkt.technology/portrait/small/250845-1664970029.jpg?lm=1,28,€35.00m
Marco Andreolli,SC Farense,https://img.a.transfermarkt.technology/portrait/small/36356-1447239810.jpg?lm=1,37,-
Adil Taoui,LASK,https://img.a.transfermarkt.technology/portrait/small/463617-1693860033.jpg?lm=1,22,€400k
None,None,None,None,None
ASFR Sport,None,None,None,None
Vítor Andrade,SC Salgueiros,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,28,-
Vítor Andrade,SC Salgueiros,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,28,-
Rúben Andrade,CD Plaza Amador II,https://img.a.transfermarkt.technology/portrait/small/175393-1441633061.jpg?lm=1,41,-
João Paulo,FC Castrense,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,42,-
None,None,None,None,None
Pepe Reina,Villarreal CF,https://img.a.transfermarkt.technology/portrait/small/7825-1448528367.jpg?lm=1,41,€700k
Helmar Andrade,FC Widnau,https://img.a.transfermarkt.technology/portrait/small/383562-1585335924.jpg?lm=1,27,-
Fábio Andrade,Moimenta da Beira,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,36,-
Joaquín Andrade,CD Guadalcacin,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,38,-
Andrea Tarasco,CP Mijas Las Lagunas,https://img.a.transfermarkt.technology/portrait/small/483942-1570652883.jpeg?lm=1,23,-
Afonso Andrade,None,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,26,-
Menno Heus,SV Spakenburg,https://img.a.transfermarkt.technology/portrait/small/326221-1447857810.jpg?lm=1,27,-
Fabinho,Al-Ittihad Club,https://img.a.transfermarkt.technology/portrait/small/225693-1580133493.jpg?lm=1,30,€38.00m
Dayron Pérez,Unknown,https://img.a.transfermarkt.technology/portrait/small/s_75502_13379_2012_12_27_1.jpg?lm=1,44,-
Kenny Anderson,CD Nueva Cliza,https://img.a.transfermarkt.technology/portrait/small/s_139190_235_2013_07_16_1.jpg?lm=1,31,-
Frank Heus,Sparta Nijkerk,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,27,-
Tarek El Sayed,Damac FC,https://img.a.transfermarkt.technology/portrait/small/66302-1561359482.jpg?lm=1,45,-
Curro Pérez,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,30,-
None,None,None,None,None
Sofiane Anares,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,26,-
Adel Anane,ASC Saint-Apollinaire,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,21,-
Betim Amzai,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,24,-
Youssef Amyn,Eintracht Braunschweig,https://img.a.transfermarkt.technology/portrait/small/684307-1689778987.jpg?lm=1,20,€400k
Jack Perez,Unknown,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,22,-
Tarkan Parlak,Viktoria Bregenz,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,24,-
Yassine Amrioui,FC Schifflange 95,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,28,€25k
None,None,None,None,None
Julian Hettwer,Borussia Dortmund II,https://img.a.transfermarkt.technology/portrait/small/675509-1674415784.JPG?lm=1,20,€650k
Luca Amoruso,None,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,48,-
None,None,None,None,None
João Amorim,Avs Futebol SAD,https://img.a.transfermarkt.technology/portrait/small/100128-1579103839.jpg?lm=1,31,€75k
Dennis Hettinga,SV Helios,https://img.a.transfermarkt.technology/portrait/small/370130-1540289268.jpg?lm=1,28,-
João Amorim,Avs Futebol SAD,https://img.a.transfermarkt.technology/portrait/small/100128-1579103839.jpg?lm=1,31,€75k
Bruno Lazaroni,CCD Macieira de Cambra,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,43,-
Iván Amores,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,26,-
Arjan Hetemi,GSV Maichingen,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,20,-
Mario Pérez,---,https://img.a.transfermarkt.technology/portrait/small/s_53267_1146_2013_03_17_1.jpg?lm=1,41,-
Mathieu Perez,Unknown,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,22,-
Alessandro Tascini,Sporting Club Trestina,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,31,€50k
Marco Amore,FC Schlieren,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,43,-
Mauro Camoranesi,Al-Sadd SC,https://img.a.transfermarkt.technology/portrait/small/s_5762_123_2013_10_10_1.jpg?lm=1,47,-
None,None,None,None,None
Fabio Amicarelli,None,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,27,-
Emiliano Martínez,Aston Villa,https://img.a.transfermarkt.technology/portrait/small/111873-1668180824.jpg?lm=1,31,€28.00m
Komlan Amewou,SO Cholet B,https://img.a.transfermarkt.technology/portrait/small/s_73403_1160_2012_2.jpg?lm=1,39,-
Alessandro Amerì,AC Pontecorr,https://img.a.transfermarkt.technology/portrait/small/617187-1568105306.png?lm=1,21,-
José Antonio Reyes,---,https://img.a.transfermarkt.technology/portrait/small/7717-1559470124.jpg?lm=1,-,-
Francesco Amendola,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,29,-
Federico Amendola,Without Club,https://img.a.transfermarkt.technology/portrait/small/734482-1650531108.png?lm=1,22,-
Pedro Amendoeira,GDR Canaviais,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,30,-
Uwe Hesse,KSG Georgenhausen,https://img.a.transfermarkt.technology/portrait/small/114849-1534534404.png?lm=1,35,-
Emiliano Buendía,Aston Villa,https://img.a.transfermarkt.technology/portrait/small/321247-1696604099.jpg?lm=1,26,€28.00m
None,None,None,None,None
Kossivi Amededjisso,SV Dessau 05,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,21,-
José Antonio Reyes,---,https://img.a.transfermarkt.technology/portrait/small/7717-1559470124.jpg?lm=1,-,-
Amed Öncel,Without Club,https://img.a.transfermarkt.technology/portrait/small/452118-1631916237.jpeg?lm=1,23,-
None,None,None,None,None
Luca Ambrogi,Unknown,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,22,-
Hamza Amazou,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,33,-
Kai Hesse,Without Club,https://img.a.transfermarkt.technology/portrait/small/17208-1535781541.png?lm=1,38,-
Christian Amato,FC Fully,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,32,-
Lorenzo Amaru,SC Burgdorf,https://img.a.transfermarkt.technology/portrait/small/690988-1594754321.jpg?lm=1,22,-
Tiago Lemos,SC Guadalupe,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,46,-
Ismaël Amaouche,FC Diaspora 2014,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,29,-
Christian Tavanti,Without Club,https://img.a.transfermarkt.technology/portrait/small/216180-1472912170.jpg?lm=1,28,-
None,None,None,None,None
Driss Amali,FC Ganshoren,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,23,-
None,None,None,None,None
Nelson Amadin,FC Schalke 04 II,https://img.a.transfermarkt.technology/portrait/small/425478-1677780075.jpeg?lm=1,23,€75k
Abdenour Amachaibou,SC 08 Elsdorf,https://img.a.transfermarkt.technology/portrait/small/20258-1476624346.jpg?lm=1,36,-
Alvinho,Uberlândia EC,https://img.a.transfermarkt.technology/portrait/small/s_223275_7209_2012_1.jpg?lm=1,31,-
Vítor Alves,ADC Rebordelo,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,62,-
Edgar Tavares,FC Ehlerange,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,34,-
Edi Tavares,None,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,29,-
Enzo Peritore,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,29,-
Gonçalo Tavares,Amora FC,https://img.a.transfermarkt.technology/portrait/small/376731-1475756668.jpg?lm=1,26,-
Nico Herzig,None,https://img.a.transfermarkt.technology/portrait/small/3955-1563309626.jpg?lm=1,39,-
Marko Perkovic,Without Club,https://img.a.transfermarkt.technology/portrait/small/207035-1616227526.jpg?lm=1,32,€100k
Tiago Alves,Fagiano Okayama,https://img.a.transfermarkt.technology/portrait/small/177011-1614695139.jpg?lm=1,30,€600k
None,None,None,None,None
Wainer Perlaza,Without Club,https://img.a.transfermarkt.technology/portrait/small/924145-1631791163.jpg?lm=1,30,-
Cédric Soares,Arsenal FC,https://img.a.transfermarkt.technology/portrait/small/112988-1700670607.jpg?lm=1,32,€3.00m
SEG - Sports Entertainment Group,None,None,None,None
Cédric Soares,Arsenal FC,https://img.a.transfermarkt.technology/portrait/small/112988-1700670607.jpg?lm=1,32,€3.00m
Lucas Lima,Basaksehir FK,https://img.a.transfermarkt.technology/portrait/small/182323-1695642485.png?lm=1,32,€1.50m
Loloti,CF União Lamas,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,49,-
Lucas Lima,Basaksehir FK,https://img.a.transfermarkt.technology/portrait/small/182323-1695642485.png?lm=1,32,€1.50m
APRA,None,None,None,None
Deniz Pero,TSV Köngen,https://img.a.transfermarkt.technology/portrait/small/258033-1584199527.jpg?lm=1,28,-
Raúl Tavares,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,27,-
Ricardo Tavares,AD Marco 09,https://img.a.transfermarkt.technology/portrait/small/198023-1534833492.jpg?lm=1,28,-
Júlio Alves,Hercílio Luz FC,https://img.a.transfermarkt.technology/portrait/small/s_86826_2425_2014_01_30_1.jpg?lm=1,32,-
None,None,None,None,None
Joel Alves,FC Béroche-Gorgier II,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,41,-
Sahim Herzallah,RLC Hornu,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,29,-
Jô,Ypiranga FC,https://img.a.transfermarkt.technology/portrait/small/34156-1662313892.jpg?lm=1,36,-
Albino,---,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,-,-
Kikas,CF Estrela Amadora SAD,https://img.a.transfermarkt.technology/portrait/small/383807-1515510957.jpg?lm=1,25,€475k
Damien Perquis,Valenciennes FC,https://img.a.transfermarkt.technology/portrait/small/31050-1464114437.jpg?lm=1,39,-
Tayfun Pektürk,SC Borussia Freialdenhoven,https://img.a.transfermarkt.technology/portrait/small/39027-1567200106.jpg?lm=1,35,-
Bruno Alves,Grêmio Foot-Ball Porto Alegrense,https://img.a.transfermarkt.technology/portrait/small/13121-1595920356.jpg?lm=1,42,-
Tó Ferreira,---,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,52,-
Álvaro Morata,Atlético de Madrid,https://img.a.transfermarkt.technology/portrait/small/128223-1694193236.jpg?lm=1,31,€20.00m
Sergio Álvarez,SD Eibar,https://img.a.transfermarkt.technology/portrait/small/45912-1447159663.jpg?lm=1,37,-
Leandro Álvarez,CD Juventud Italiana,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,42,-
Chupe,CF San Agustín,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,37,-
Hugo Álvarez,RC Celta Fortuna,https://img.a.transfermarkt.technology/portrait/small/892929-1642514071.png?lm=1,20,€200k
Hexagon,None,None,None,None
Davo,Deportivo de La Coruña,https://img.a.transfermarkt.technology/portrait/small/522190-1669142903.png?lm=1,28,€800k
Yannick Tchintcho,CS Brétigny Football,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,29,-
Mémé Tchité,None,https://img.a.transfermarkt.technology/portrait/small/18949-1487601133.jpg?lm=1,39,-
Marco Altschach,SV Waidhofen/Thaya,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,21,-
None,None,None,None,None
Aldo Perricone,ASD Accademia Trapani,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,37,-
Robbert te Loeke,None,https://img.a.transfermarkt.technology/portrait/small/32727-1418930086.jpg?lm=1,35,-
Niek te Veluwe,AZSV Aalten,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,29,-
Piergiorgio Altissimi,Nuova Sondrio Calcio,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,29,-
Diego Altamirano,Las Rozas CF,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,26,-
Jorginho,Arsenal FC,https://img.a.transfermarkt.technology/portrait/small/102017-1682590896.jpg?lm=1,31,€15.00m
Nicolas Tebib,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,35,-
Hayder Al-Attafi,FC Oberndorf in Tirol,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,33,-
Sanaa Altama,Without Club,https://img.a.transfermarkt.technology/portrait/small/s_126663_2969_2012_1.jpg?lm=1,33,-
Giuseppe Perrone,FC Solduno,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,32,-
Alper Kara,Without Club,https://img.a.transfermarkt.technology/portrait/small/339052-1523469723.jpg?lm=1,25,-
Alper Bagceci,Türkspor Neu-Ulm,https://img.a.transfermarkt.technology/portrait/small/11061-1557159436.jpg?lm=1,39,-
Thomas Alonso,FC Châtel-St-Denis,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,23,-
Francisco Javier Alonso,Club General Caballero (JLM),https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,58,-
Alejandro Alonso,CD Universitario,https://img.a.transfermarkt.technology/portrait/small/s_33935_618_2012_1.jpg?lm=1,41,-
Younes Teghmas,Oostmalle Sport,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,24,-
Alonso Sánchez,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,33,-
Wilson Almeida,None,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,75,-
Giampietro Perrulli,None,https://img.a.transfermarkt.technology/portrait/small/39985-1475746751.jpg?lm=1,38,-
Ricardo Almeida,AD Limianos,https://img.a.transfermarkt.technology/portrait/small/374778-1563874640.png?lm=1,26,-
Kenny Teijsse,VV Unicum Lelystad,https://img.a.transfermarkt.technology/portrait/small/199380-1495716035.png?lm=1,31,-
Yordi Teijsse,VV Unicum Lelystad,https://img.a.transfermarkt.technology/portrait/small/323957-1486733603.jpg?lm=1,31,-
Renato Almeida,SC Sabugal,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,32,-
Raúl Almeida,Without Club,https://img.a.transfermarkt.technology/portrait/small/431131-1508859810.jpg?lm=1,26,-
João Pedro,GD Chaves,https://img.a.transfermarkt.technology/portrait/small/235568-1520791571.JPG?lm=1,30,€500k
Pedro Pereira,AC Monza,https://img.a.transfermarkt.technology/portrait/small/314965-1669739916.png?lm=1,25,€2.00m
Alexandre Teixeira,Unknown,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,35,-
Blessed Teixeira,FC Serpa,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,29,-
Leonardo,CF União Lamas,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,45,-
Claudio Teixeira,US Boevange/Attert,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,29,-
Kayky Almeida,Fluminense FC U20,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,18,-
Fábio Teixeira,Unknown,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,40,-
Gonçalo Nogueira,Vitória Guimarães SC,https://img.a.transfermarkt.technology/portrait/small/877140-1695208234.jpg?lm=1,19,€300k
Jorginho,Arsenal FC,https://img.a.transfermarkt.technology/portrait/small/102017-1682590896.jpg?lm=1,31,€15.00m
João Carlos Teixeira,Shanghai Shenhua,https://img.a.transfermarkt.technology/portrait/small/132214-1547405298.png?lm=1,30,€2.00m
Jonas Herter,TSV 1860 Weißenburg,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,35,-
Proeleven S.A.,None,None,None,None
Paris,AD Castro Daire,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,23,-
Welson,Brito SC,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,51,-
Edgar Almeida Silva,Rebordosa AC,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,30,-
Proeleven S.A.,None,None,None,None
Agustín Lucas,Imortal DC,https://img.a.transfermarkt.technology/portrait/small/76770-1498677446.jpg?lm=1,38,-
Marinho,None,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,53,-
Nani,Adana Demirspor,https://img.a.transfermarkt.technology/portrait/small/33706-1695118404.png?lm=1,37,€400k
Raúl Almagro,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,32,€50k
Fran Perujo,UB Conquense,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,28,-
Ângelo,RANS Nusantara FC,https://img.a.transfermarkt.technology/portrait/small/284741-1541088767.jpg?lm=1,30,€275k
None,None,None,None,None
Mario Vaz Teixeira,Unknown,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,44,-
Rúben Teixeira,SC Rio Tinto,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,23,-
Soccer-Solutions,None,None,None,None
Kay Tejan,LKS Lodz,https://img.a.transfermarkt.technology/portrait/small/442885-1658914354.png?lm=1,26,€325k
Bryan Mavinzi,Louhans-Cuiseaux FC,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,27,-
Michael Herrsch,SC Zwettl,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,21,-
Bastian Allgeier,SSV Ulm 1846,https://img.a.transfermarkt.technology/portrait/small/569455-1692993499.jpg?lm=1,21,€200k
Philipp Allgäuer,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,24,-
Oruc Teke,FC Phoenix Banjë,https://img.a.transfermarkt.technology/portrait/small/388715-1647187079.jpg?lm=1,26,-
Dogukan Alkin,Viktoria Bregenz,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,23,-
Cristiano Aliquò,Unknown,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,20,-
Vincent Tel,None,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,25,-
Alireza Alipour,GS Loures,https://img.a.transfermarkt.technology/portrait/small/518166-1557417141.png?lm=1,26,-
Christian Telch,VfR Wormatia Worms II,https://img.a.transfermarkt.technology/portrait/small/50099-1600583499.jpg?lm=1,35,-
Sabit Alimanovic,FC Al-Kauthar Berlin 1990 II,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,36,-
Michele Fani,Unknown,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,21,-
Albian Muzaqi,Without Club,https://img.a.transfermarkt.technology/portrait/small/s_249644_4575_2012_11_29_1.jpg?lm=1,29,-
Nehemie Muzembo,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,31,-
Bruno Teles,None,https://img.a.transfermarkt.technology/portrait/small/52322-1550237102.jpg?lm=1,37,-
