club,shooting,dribbling_control,passing_vision,tackling_interception,aerial_defense,speed_agility,strength_stamina,decision_making,work_ethic_effort,leadership,teamwork,goalkeeping_abilities,behavioral_attributes,player_traits,club_rating
Southampton,10.25,13.4375,10.375,8.5,5.666666666666667,14.666666666666666,12.583333333333334,11.75,13.416666666666666,4.25,13.25,1.8214285714285714,5.625,2.25,1545.0
Crystal Palace,9.5625,12.9375,8.666666666666666,6.75,5.916666666666667,14.25,12.333333333333334,9.875,12.833333333333334,4.375,9.25,2.1785714285714284,6.875,2.5,1685.0
Newcastle,10.9375,14.0625,10.958333333333334,7.3125,4.083333333333333,15.833333333333334,12.333333333333334,11.5,12.416666666666666,4.875,13.25,2.0,4.125,1.75,1709.0
West Ham,11.5,13.9375,11.666666666666666,8.5625,7.083333333333333,14.25,12.833333333333334,12.25,13.916666666666666,5.5,14.25,2.0,6.875,1.5,1686.0
Brighton,11.5625,13.75,11.5,8.3125,7.25,13.833333333333334,12.416666666666666,12.25,13.5,5.375,12.75,2.357142857142857,7.0,3.0,1685.0
West Brom,12.4375,13.875,11.458333333333334,8.125,6.583333333333333,14.083333333333334,11.833333333333334,11.75,10.916666666666666,5.0,11.5,2.0714285714285716,6.5,2.5,1478.0
Norwich,10.75,14.125,11.416666666666666,8.25,5.083333333333333,15.083333333333334,11.916666666666666,11.875,12.0,3.625,12.0,2.107142857142857,7.0,2.25,1382.0
Sheff Utd,9.875,12.625,9.75,8.5,8.333333333333334,15.666666666666666,12.833333333333334,10.5,12.833333333333334,3.75,9.5,1.7857142857142858,5.25,1.5,1468.0
Burnley,11.3125,12.375,10.375,10.5,8.666666666666666,12.666666666666666,12.333333333333334,12.375,14.583333333333334,4.625,15.25,2.0,7.625,1.25,1567.0
Fulham,9.875,12.75,9.291666666666666,6.625,6.083333333333333,13.833333333333334,10.083333333333334,9.5,11.833333333333334,3.625,9.0,2.142857142857143,6.25,2.0,1457.0
Celtic,10.8125,13.5,10.75,9.75,4.833333333333333,13.833333333333334,10.5,10.625,11.666666666666666,4.5,12.0,2.3214285714285716,5.875,2.5,1698.0
Bournemouth,10.0625,13.0,10.291666666666666,8.25,6.416666666666667,14.583333333333334,11.0,11.25,11.333333333333334,3.25,11.75,2.142857142857143,4.5,2.0,1512.0
Beşiktaş,8.8125,13.0625,9.875,7.125,6.583333333333333,13.583333333333334,10.416666666666666,10.375,9.416666666666666,4.125,9.75,1.8928571428571428,6.625,1.75,1517.0
CSKA Moscow,4.0,9.25,7.5,5.5,3.6666666666666665,11.333333333333334,5.666666666666667,7.0,11.333333333333334,6.5,7.0,1.4285714285714286,4.5,2.0,1572.0
Watford,11.6875,12.8125,10.166666666666666,7.8125,7.583333333333333,14.25,13.25,11.25,12.916666666666666,4.375,11.75,2.0,6.5,2.0,1413.0
Cardiff,9.9375,11.4375,9.083333333333334,8.125,6.083333333333333,13.416666666666666,10.333333333333334,9.75,10.083333333333334,4.375,10.5,1.75,5.375,2.75,1472.0
Blackburn,9.9375,11.4375,9.25,7.6875,6.083333333333333,14.25,11.916666666666666,10.5,13.583333333333334,4.875,13.25,2.1785714285714284,5.875,2.0,1459.0
Rangers,7.6875,11.125,8.625,6.875,5.25,10.916666666666666,7.416666666666667,9.5,10.416666666666666,6.0,12.25,2.2857142857142856,6.25,1.5,1750.0
Trabzonspor,8.0,12.25,9.333333333333334,5.8125,5.583333333333333,13.083333333333334,8.916666666666666,9.0,9.833333333333334,4.5,8.75,1.8928571428571428,6.0,2.0,1605.0
Shakhtar,10.5625,13.625,10.833333333333334,8.1875,5.5,15.25,10.25,10.5,11.166666666666666,4.25,9.25,2.142857142857143,4.375,2.25,1714.0
Başakşehir FK,11.0625,13.8125,11.416666666666666,6.875,6.25,14.833333333333334,11.083333333333334,12.25,12.416666666666666,4.75,12.25,1.8928571428571428,7.5,1.75,1156.0
Galatasaray,11.4375,13.6875,9.916666666666666,7.4375,7.5,14.083333333333334,11.5,11.625,10.666666666666666,3.875,10.5,1.9642857142857142,5.75,1.75,1524.0
Fenerbahçe,10.6875,14.0625,10.208333333333334,7.5625,6.833333333333333,13.916666666666666,12.5,11.75,12.416666666666666,5.125,11.0,2.357142857142857,7.5,2.5,1608.0
Zenit,11.25,12.9375,11.416666666666666,8.3125,6.833333333333333,13.5,11.833333333333334,11.875,10.666666666666666,4.5,10.75,2.0714285714285716,5.125,1.75,1685.0
Spartak Moscow,11.6875,13.125,11.208333333333334,9.1875,6.916666666666667,14.416666666666666,11.666666666666666,11.25,12.666666666666666,5.125,13.25,1.8214285714285714,5.875,1.5,1530.0
Dynamo Kyiv,12.625,13.3125,11.875,7.9375,7.333333333333333,13.416666666666666,12.5,11.5,12.916666666666666,5.875,10.0,1.8571428571428572,6.5,1.75,1669.0
Brentford,11.25,12.5625,10.375,7.5625,7.833333333333333,12.833333333333334,11.083333333333334,11.875,12.916666666666666,3.875,12.0,2.0714285714285716,6.5,2.75,1624.0
Nottm Forest,10.875,13.9375,10.375,7.4375,6.916666666666667,13.75,11.5,11.5,12.5,5.5,11.0,2.0,5.0,1.25,1156.0
Swansea,11.125,13.0,10.041666666666666,8.75,8.0,13.583333333333334,13.333333333333334,11.5,13.416666666666666,6.625,12.5,2.0,6.0,2.5,1515.0
Fatih Karagümrük,9.375,12.125,9.666666666666666,6.875,6.333333333333333,13.083333333333334,10.583333333333334,10.875,9.916666666666666,4.375,10.5,2.107142857142857,6.875,2.0,1437.0
Alanyaspor,11.375,12.9375,11.416666666666666,8.0625,6.0,13.75,12.0,11.125,13.583333333333334,5.75,13.25,2.0714285714285716,7.875,2.0,1482.0
Bristol City,9.9375,11.75,9.666666666666666,7.6875,7.166666666666667,13.333333333333334,12.416666666666666,10.0,10.25,3.25,11.25,2.1785714285714284,4.625,2.75,1156.0
Middlesbrough,9.125,12.1875,9.541666666666666,7.4375,8.0,13.416666666666666,12.25,8.875,11.5,5.25,9.25,2.0714285714285716,5.75,1.75,1443.0
Stoke,9.75,12.4375,9.791666666666666,7.0625,7.166666666666667,14.833333333333334,11.083333333333334,10.5,11.166666666666666,3.375,11.0,2.107142857142857,6.125,1.75,1526.0
Krasnodar,11.1875,12.0,12.208333333333334,9.375,6.083333333333333,14.166666666666666,11.5,12.875,12.833333333333334,4.75,12.5,1.9642857142857142,6.5,2.25,1406.0
Yeni Malatyaspor,9.875,13.0,9.708333333333334,6.375,5.916666666666667,14.416666666666666,10.333333333333334,10.5,10.833333333333334,2.875,10.75,2.0357142857142856,6.625,2.25,1250.0
Dinamo,11.375,11.875,10.083333333333334,6.75,6.0,15.083333333333334,10.75,8.875,10.75,3.125,8.75,2.0,5.75,2.0,1686.0
Hatayspor,10.875,13.875,9.291666666666666,7.0625,7.416666666666667,14.5,12.166666666666666,11.5,9.666666666666666,4.875,8.75,1.8571428571428572,5.5,2.5,1421.0
FC København,9.3125,14.3125,9.875,6.6875,6.25,14.0,10.666666666666666,10.75,10.166666666666666,5.0,10.0,1.9642857142857142,5.875,2.5,1587.0
QPR,9.5625,12.0,9.0,7.0,6.5,13.083333333333334,10.916666666666666,10.375,12.0,3.625,11.75,2.0357142857142856,5.25,2.5,1428.0
Birmingham,10.9375,13.1875,10.833333333333334,7.0,6.916666666666667,13.5,11.333333333333334,10.25,12.25,4.375,11.25,2.0,6.0,2.5,1498.0
Partizan,10.5625,12.25,9.75,8.6875,6.666666666666667,14.333333333333334,10.833333333333334,10.75,11.083333333333334,5.75,11.0,1.8571428571428572,6.25,2.5,1685.0
PAOK,11.8125,14.6875,11.708333333333334,8.8125,6.0,13.416666666666666,10.083333333333334,11.0,10.833333333333334,6.0,11.25,2.142857142857143,6.75,1.75,1598.0
Olympiakos,10.75,13.5,11.083333333333334,8.625,6.416666666666667,14.0,11.25,9.625,13.166666666666666,4.375,10.75,1.8928571428571428,7.375,2.5,1706.0
Lokomotiv Moscow,8.5,11.8125,8.916666666666666,6.6875,5.916666666666667,13.5,10.333333333333334,10.75,9.666666666666666,4.5,10.25,2.1785714285714284,5.875,1.75,1544.0
Reading,10.125,10.4375,9.416666666666666,6.625,8.0,12.916666666666666,11.666666666666666,9.625,11.75,4.0,9.25,2.142857142857143,6.875,2.0,1431.0
Denizlispor,9.3125,13.375,9.291666666666666,7.0,6.333333333333333,14.0,12.25,9.25,11.25,3.375,10.0,2.142857142857143,6.125,1.75,1256.0
AaB,8.875,10.6875,9.875,5.6875,6.5,12.0,8.333333333333334,8.75,8.25,3.875,9.0,2.1785714285714284,5.375,2.25,1388.0
Millwall,8.5625,11.5,8.833333333333334,5.4375,5.166666666666667,13.833333333333334,8.666666666666666,8.875,10.25,4.5,9.25,1.9642857142857142,6.375,2.0,1156.0
Konyaspor,11.4375,12.4375,10.333333333333334,7.6875,7.75,12.5,11.916666666666666,11.25,11.083333333333334,4.125,12.75,2.0,6.25,2.0,1488.0
Slavia Prague,10.625,13.4375,10.25,10.375,9.083333333333334,13.333333333333334,13.0,12.25,13.416666666666666,5.375,10.75,2.2142857142857144,7.375,2.75,1721.0
Coventry,6.5625,10.9375,6.291666666666667,5.125,5.75,12.25,7.75,8.125,9.333333333333334,4.125,8.25,2.4642857142857144,5.25,2.75,1156.0
Hajduk,9.125,10.3125,9.291666666666666,6.5625,7.083333333333333,13.25,10.333333333333334,8.75,12.083333333333334,4.375,10.5,1.9642857142857142,6.75,2.0,1541.0
AGF,7.0,10.416666666666666,7.5,4.833333333333334,6.222222222222222,13.222222222222221,8.666666666666668,7.833333333333334,9.666666666666666,5.333333333333333,7.666666666666667,2.3333333333333335,6.333333333333334,2.0,1367.0
Preston,9.875,11.0625,9.666666666666666,6.25,7.166666666666667,13.5,9.75,10.875,10.25,3.875,10.75,1.8928571428571428,5.5,2.5,1156.0
Sivasspor,10.9375,12.4375,9.75,7.6875,7.25,14.916666666666666,12.583333333333334,10.75,13.0,4.75,10.0,1.8571428571428572,8.5,2.25,1479.0
MK Dons,6.375,9.6875,7.458333333333333,4.5,6.833333333333333,10.5,7.083333333333333,7.0,9.583333333333334,5.0,7.75,1.8571428571428572,5.375,1.75,1156.0
Sheff Wed,8.0625,10.1875,8.208333333333334,6.25,6.916666666666667,12.75,9.916666666666666,9.875,9.833333333333334,5.75,8.75,2.0714285714285716,6.5,2.25,1156.0
Ipswich,9.4375,11.375,9.583333333333334,7.25,5.5,13.5,11.0,8.875,11.5,4.25,12.0,2.2142857142857144,5.5,1.5,1156.0
Gaziantep FK,10.0625,13.0,10.833333333333334,7.125,5.916666666666667,14.333333333333334,9.416666666666666,9.875,12.416666666666666,4.375,10.75,2.142857142857143,7.0,1.0,1406.0
Rijeka,10.75,11.583333333333332,9.333333333333334,6.75,8.11111111111111,13.888888888888888,11.333333333333334,10.333333333333334,10.555555555555557,3.8333333333333335,12.0,2.1904761904761907,5.666666666666666,2.3333333333333335,1519.0
AEK,9.5,12.5625,9.75,7.4375,6.5,13.333333333333334,10.416666666666666,10.0,11.25,4.0,10.5,2.0357142857142856,6.5,2.0,1530.0
Kasımpaşa,8.5,12.125,8.916666666666666,6.875,5.666666666666667,12.833333333333334,8.416666666666666,9.25,11.0,4.75,9.0,2.0,5.25,2.25,1459.0
Antalyaspor,11.0,12.6875,10.041666666666666,7.3125,6.5,14.75,11.166666666666666,9.75,12.333333333333334,4.125,10.0,2.0357142857142856,6.25,2.5,1464.0
Rostov,10.8125,11.875,9.708333333333334,8.375,7.25,13.416666666666666,12.333333333333334,10.875,14.0,4.125,13.25,2.107142857142857,5.75,2.75,1440.0
BK Häcken,10.625,12.625,10.375,8.125,6.5,12.916666666666666,9.25,10.75,10.0,4.375,10.5,1.7857142857142858,5.75,2.25,1462.0
Derby,11.0625,13.5,11.041666666666666,7.625,6.333333333333333,13.416666666666666,11.333333333333334,9.875,11.833333333333334,5.0,9.25,2.107142857142857,6.375,1.75,1156.0
Rizespor,9.9375,12.75,10.208333333333334,8.3125,7.583333333333333,13.75,10.916666666666666,10.5,13.416666666666666,4.75,11.5,2.3214285714285716,6.5,1.0,1342.0
Luton,10.3125,12.1875,9.083333333333334,7.4375,6.333333333333333,13.5,11.416666666666666,9.75,11.083333333333334,4.25,12.0,2.0714285714285716,4.875,2.5,1156.0
Slovan Liberec,10.75,10.8125,9.791666666666666,8.875,7.833333333333333,12.5,11.75,10.75,10.5,5.125,10.0,1.9642857142857142,5.375,3.0,1423.0
Göztepe,10.0625,12.875,9.75,6.8125,6.0,14.583333333333334,10.0,9.5,10.75,6.25,10.0,1.9642857142857142,7.125,1.5,1279.0
Krylja Sovetov,9.5,11.6875,10.541666666666666,8.125,6.916666666666667,13.5,10.166666666666666,11.0,11.5,6.75,10.0,1.8928571428571428,6.875,2.75,1425.0
FC Midtjylland,11.3125,14.25,10.458333333333334,6.4375,5.5,14.416666666666666,10.583333333333334,9.875,10.083333333333334,3.25,8.25,2.1785714285714284,5.875,1.75,1578.0
Doncaster,9.9375,12.25,9.541666666666666,7.4375,5.833333333333333,13.5,11.333333333333334,11.5,11.333333333333334,5.625,11.5,2.0714285714285716,5.25,1.5,1156.0
Brøndby IF,6.0625,10.9375,7.666666666666667,5.0,4.0,12.0,6.5,8.125,10.083333333333334,5.125,7.5,2.392857142857143,7.0,1.25,1453.0
Dinamo Moscow,9.6875,12.4375,8.958333333333334,7.1875,7.166666666666667,13.583333333333334,9.666666666666666,9.375,9.083333333333334,4.5,9.5,1.8571428571428572,5.625,1.5,1567.0
CSKA-Sofia,10.125,13.3125,9.583333333333334,6.4375,5.75,14.5,9.333333333333334,9.875,10.333333333333334,3.875,9.75,1.9642857142857142,4.375,2.0,1554.0
Rubin,10.625,12.6875,10.416666666666666,9.25,6.5,13.0,10.333333333333334,11.75,12.0,4.375,12.25,2.357142857142857,6.875,2.25,1471.0
Sparta Prague,11.25,13.0,9.125,7.3125,7.416666666666667,14.666666666666666,11.75,11.125,11.75,4.625,10.0,2.142857142857143,6.625,2.25,1632.0
Kilmarnock,8.8125,11.5,9.916666666666666,8.1875,5.333333333333333,12.5,10.5,9.75,12.583333333333334,3.75,12.75,2.107142857142857,5.25,1.75,1324.0
Huddersfield,9.8125,12.625,9.958333333333334,6.9375,6.666666666666667,14.0,11.083333333333334,11.125,11.0,4.125,10.5,2.2142857142857144,5.5,2.75,1358.0
Olimpija,8.166666666666666,10.583333333333334,10.0,8.166666666666666,6.222222222222221,12.666666666666666,8.88888888888889,10.5,11.333333333333334,4.0,9.333333333333334,2.1428571428571432,7.333333333333334,2.0,1489.0
Oxford,8.625,11.25,8.25,6.0625,5.416666666666667,13.75,10.083333333333334,9.125,9.0,3.375,9.5,2.1785714285714284,4.875,1.75,1156.0
Barnsley,7.25,9.375,7.416666666666667,5.625,7.166666666666667,11.5,8.833333333333334,7.5,12.0,2.25,9.5,2.142857142857143,7.75,1.5,1156.0
Osijek,10.0625,13.0,10.333333333333334,6.75,6.333333333333333,14.083333333333334,10.25,9.125,9.833333333333334,5.125,9.75,2.0714285714285716,6.875,1.5,1549.0
Sochi,8.6875,11.125,9.083333333333334,8.0,5.083333333333333,12.916666666666666,8.083333333333334,10.5,11.333333333333334,6.625,11.0,2.0,7.25,2.25,1530.0
Panathinaikos,12.1875,12.875,11.125,6.875,6.416666666666667,13.916666666666666,11.333333333333334,10.0,9.75,4.625,10.0,2.0357142857142856,6.0,1.5,1552.0
Hammarby IF,8.3125,11.9375,8.5,7.1875,6.166666666666667,13.666666666666666,11.083333333333334,10.5,12.083333333333334,4.25,11.75,2.107142857142857,6.5,1.75,1499.0
Bld. Erzurumspor,11.8125,13.875,11.583333333333334,7.875,7.333333333333333,13.25,11.916666666666666,10.0,10.666666666666666,4.25,10.25,2.142857142857143,5.375,1.25,1342.0
Wycombe,9.9375,12.625,9.333333333333334,7.5,6.833333333333333,13.666666666666666,10.833333333333334,10.375,11.416666666666666,3.75,11.25,1.9285714285714286,5.5,2.0,1156.0
Ludogorets,11.4375,12.4375,9.708333333333334,5.9375,7.25,14.25,12.0,10.75,11.75,5.25,9.75,2.2142857142857144,6.625,2.5,1642.0
Ankaragücü,8.875,12.75,9.416666666666666,5.875,4.5,11.166666666666666,7.833333333333333,8.5,6.5,4.5,8.5,2.2857142857142856,4.5,1.5,1308.0
Arsenal Tula,10.4375,11.6875,9.541666666666666,8.5625,6.75,13.5,11.333333333333334,10.75,10.416666666666666,4.75,10.75,2.0,6.375,1.5,1374.0
Akhmat,8.5,12.625,9.583333333333334,7.5625,5.333333333333333,13.166666666666666,8.75,10.125,11.25,6.0,8.75,2.142857142857143,7.375,1.5,1463.0
Viktoria Plzen,10.75,12.9375,10.083333333333334,8.9375,7.25,14.25,11.166666666666666,9.875,12.083333333333334,5.5,10.75,2.1785714285714284,7.25,1.75,1680.0
CFR Cluj,10.8125,12.4375,11.208333333333334,8.875,7.083333333333333,12.583333333333334,11.75,11.0,13.0,5.625,12.5,1.9285714285714286,6.75,2.5,1622.0
Gençlerbirliği,11.0,12.375,10.208333333333334,8.375,7.166666666666667,13.0,12.416666666666666,11.0,12.0,4.125,10.0,2.25,6.875,2.0,1318.0
Hapoel Be'er-Sheva,7.375,12.1875,8.958333333333334,7.0625,6.75,13.75,9.0,9.5,10.5,3.875,8.5,2.3214285714285716,6.625,2.25,1499.0
Ferencváros,11.25,13.0625,10.625,7.8125,5.25,14.583333333333334,10.5,10.75,9.75,4.0,10.0,1.8571428571428572,6.625,2.0,1562.0
Salford,7.5625,9.625,7.041666666666667,4.8125,4.0,12.666666666666666,8.333333333333334,6.875,10.0,4.25,7.25,2.1785714285714284,5.25,1.5,1156.0
Hull,9.8125,11.0625,9.125,8.6875,7.916666666666667,12.083333333333334,11.75,10.625,11.916666666666666,4.25,11.25,2.0357142857142856,6.25,1.25,1596.0
Zorya,10.25,11.875,11.541666666666666,9.0625,7.333333333333333,12.75,12.166666666666666,11.75,11.666666666666666,5.75,12.5,1.9285714285714286,5.75,1.75,1579.0
Kayserispor,8.8125,12.9375,9.666666666666666,7.8125,7.0,13.166666666666666,11.416666666666666,10.625,11.833333333333334,4.125,11.0,2.3214285714285716,6.625,2.5,1371.0
Charlton,8.0,11.166666666666666,7.166666666666667,5.166666666666666,5.777777777777778,13.0,10.222222222222221,7.666666666666666,11.666666666666666,4.333333333333333,9.333333333333334,2.238095238095238,5.333333333333333,2.3333333333333335,1156.0
Lincoln,10.25,11.3125,9.083333333333334,8.4375,6.416666666666667,12.666666666666666,9.916666666666666,11.25,11.333333333333334,4.875,10.25,2.4642857142857144,5.25,1.75,1156.0
Vorskla,7.9375,10.5,7.625,6.375,5.666666666666667,11.333333333333334,8.083333333333334,9.75,9.25,4.75,10.25,2.357142857142857,5.25,1.75,1457.0
Rotherham,9.5,12.625,9.125,6.75,7.5,13.25,12.166666666666666,9.0,11.333333333333334,4.0,10.75,2.0714285714285716,5.0,2.0,1156.0
Rukh Lviv,8.875,11.6875,8.833333333333334,7.6875,5.333333333333333,12.083333333333334,8.083333333333334,10.5,8.916666666666666,6.0,7.5,2.2857142857142856,4.875,2.0,1156.0
Crewe,8.875,11.5625,9.0,6.8125,5.25,12.833333333333334,10.75,9.875,11.666666666666666,5.0,11.5,1.8928571428571428,5.0,2.5,1156.0
Vålerenga,8.8125,11.375,8.625,5.8125,5.75,12.916666666666666,9.0,10.0,10.416666666666666,3.875,9.75,2.0,5.375,3.25,1156.0
Motherwell,10.5,12.125,9.416666666666666,7.0,7.166666666666667,12.666666666666666,11.083333333333334,10.125,10.666666666666666,3.875,10.25,2.25,5.125,3.0,1340.0
Khimki,9.75,13.0,8.875,7.6875,6.5,12.833333333333334,10.666666666666666,10.125,12.0,5.75,10.25,2.0,7.0,1.25,1336.0
Sunderland,9.75,11.8125,9.666666666666666,8.375,7.0,13.416666666666666,11.0,10.0,12.0,4.625,10.0,2.2142857142857144,5.875,2.0,1156.0
HNK Gorica,11.25,12.0,9.458333333333334,6.5625,8.083333333333334,12.75,11.25,10.75,11.0,5.375,10.0,2.25,7.25,2.0,1397.0
Olimpik D,8.3125,11.1875,8.833333333333334,7.8125,6.0,13.0,11.583333333333334,9.5,10.416666666666666,5.125,10.25,1.9285714285714286,6.875,2.0,1304.0
Asteras Tripolis,8.5625,11.8125,9.583333333333334,7.875,5.666666666666667,13.5,10.0,10.0,9.0,5.0,9.5,1.8928571428571428,6.375,2.0,1156.0
Radnički,8.875,10.5,10.25,8.3125,7.0,12.916666666666666,11.416666666666666,10.75,10.666666666666666,4.5,11.0,2.3214285714285716,7.5,2.25,1156.0
Altay,9.4375,13.1875,10.041666666666666,6.4375,5.583333333333333,14.0,9.916666666666666,9.375,9.666666666666666,4.25,9.75,2.107142857142857,6.625,1.5,1317.0
Diósgyőr,11.125,12.5,10.25,7.625,7.5,13.583333333333334,10.666666666666666,10.5,11.25,5.625,10.0,2.1785714285714284,6.25,3.0,1299.0
Ural,8.3125,12.8125,9.791666666666666,7.75,6.916666666666667,12.083333333333334,9.416666666666666,8.75,10.0,5.625,8.25,2.142857142857143,5.125,1.75,1425.0
Red Star,10.625,12.0,10.458333333333334,8.6875,6.333333333333333,13.25,12.083333333333334,10.625,13.166666666666666,6.375,14.0,2.107142857142857,7.625,1.75,1767.0
Wigan,8.25,12.0625,9.041666666666666,6.4375,6.25,13.833333333333334,10.166666666666666,8.75,8.75,4.0,8.25,2.1785714285714284,4.875,2.0,1515.0
Mlada Boleslav,11.3125,12.5625,10.166666666666666,8.375,6.5,12.833333333333334,11.083333333333334,11.0,10.666666666666666,4.875,9.0,2.107142857142857,4.5,1.25,1441.0
Dundee Utd,9.125,10.3125,9.416666666666666,7.4375,7.583333333333333,11.5,10.416666666666666,9.5,11.75,4.25,10.75,2.0,5.75,2.25,1156.0
Molde,10.75,12.5625,9.875,7.5,6.833333333333333,13.583333333333334,12.083333333333334,11.0,11.333333333333334,5.25,9.75,2.392857142857143,6.375,2.75,1156.0
Bodø/Glimt,9.875,12.0,9.208333333333334,8.25,5.916666666666667,13.333333333333334,10.916666666666666,10.5,10.833333333333334,4.75,12.75,2.2857142857142856,6.5,1.75,1156.0
Fehérvár FC,10.3125,11.1875,10.083333333333334,9.0,6.666666666666667,13.666666666666666,9.833333333333334,11.25,14.583333333333334,4.375,14.25,2.107142857142857,7.75,2.0,1490.0
Lechia,6.0625,10.875,8.666666666666666,6.25,4.583333333333333,11.0,6.583333333333333,9.125,8.916666666666666,5.875,8.25,2.1785714285714284,4.875,2.25,1156.0
Bursaspor,7.0,11.3125,7.875,5.625,6.166666666666667,12.583333333333334,6.833333333333333,8.125,9.25,4.0,7.75,2.0714285714285716,6.0,2.5,1376.0
Hearts,10.375,12.5,9.583333333333334,7.0,5.333333333333333,12.916666666666666,11.0,8.875,9.833333333333334,4.0,10.0,2.0714285714285716,5.375,1.5,1407.0
Lviv,8.5625,11.8125,9.916666666666666,8.4375,7.333333333333333,12.75,9.166666666666666,9.5,9.25,4.5,10.0,2.0,6.375,1.5,1300.0
Dnipro-1,8.875,11.8125,9.208333333333334,8.75,7.083333333333333,12.916666666666666,9.833333333333334,11.25,12.25,6.125,10.25,2.142857142857143,6.375,2.0,1536.0
Olexandriya,8.5,10.9375,9.208333333333334,8.0625,6.0,13.083333333333334,8.833333333333334,10.125,11.0,4.375,10.0,2.0714285714285716,6.875,2.5,1436.0
Rotor,10.875,13.75,10.333333333333334,5.625,6.5,13.166666666666666,10.0,10.0,9.666666666666666,4.0,7.5,1.8571428571428572,5.5,1.5,1320.0
Aris,10.6875,13.5,11.333333333333334,9.25,6.416666666666667,13.416666666666666,10.583333333333334,10.25,11.166666666666666,5.375,11.25,2.2142857142857144,5.625,2.5,1526.0
Portsmouth,10.625,12.1875,9.916666666666666,7.4375,7.416666666666667,12.833333333333334,11.583333333333334,9.875,10.5,3.875,11.0,2.357142857142857,6.0,2.0,1156.0
Peterborough,6.083333333333334,11.166666666666666,7.777777777777779,5.333333333333333,4.333333333333333,12.444444444444445,10.111111111111112,7.166666666666667,10.333333333333334,3.0,8.0,2.0952380952380953,6.0,1.0,1156.0
Malmö FF,11.125,11.75,11.25,10.1875,7.666666666666667,12.583333333333334,12.0,12.125,12.833333333333334,6.25,13.75,2.25,7.125,1.75,1552.0
Kolos Kovalivka,8.875,11.75,9.625,8.3125,5.916666666666667,12.75,9.75,11.125,9.833333333333334,4.125,10.5,2.0357142857142856,7.125,2.0,1408.0
Desna,8.5625,11.4375,10.0,8.0,6.25,12.583333333333334,9.583333333333334,9.75,10.916666666666666,4.125,11.0,2.142857142857143,4.5,2.5,1449.0
Botev Plovdiv,10.25,12.6875,10.958333333333334,7.5625,5.833333333333333,12.333333333333334,11.0,10.25,10.75,5.375,9.75,2.107142857142857,6.875,1.5,1434.0
Odd,9.875,11.9375,9.125,7.25,6.166666666666667,13.083333333333334,10.916666666666666,9.875,9.333333333333334,4.25,13.0,2.0714285714285716,6.25,1.75,1156.0
SønderjyskE,9.4375,12.875,9.625,6.375,6.416666666666667,13.5,9.583333333333334,9.25,9.916666666666666,3.625,11.75,2.0,6.375,1.75,1272.0
Viking,10.3125,11.875,10.0,7.8125,7.083333333333333,12.916666666666666,11.833333333333334,10.375,13.333333333333334,4.25,13.25,2.1785714285714284,8.125,2.0,1156.0
Rochdale,7.625,11.1875,7.666666666666667,5.6875,5.25,11.833333333333334,9.666666666666666,8.875,9.75,3.375,8.75,1.8571428571428572,3.625,2.0,1156.0
FC Nordsjælland,9.75,14.125,10.416666666666666,6.0625,4.0,15.416666666666666,7.5,10.125,10.833333333333334,3.25,10.75,1.8214285714285714,6.0,2.0,1364.0
Shrewsbury,9.6875,12.0625,9.25,6.3125,6.0,12.75,10.166666666666666,9.375,10.0,4.0,11.0,2.1785714285714284,6.625,2.5,1156.0
Rosenborg,11.0625,13.3125,10.375,6.5625,6.166666666666667,13.416666666666666,10.583333333333334,12.0,11.25,3.75,10.0,2.357142857142857,5.25,2.25,1156.0
