name,club,profile_image,year,market_value
Dallas Jaye,Without Club,https://img.a.transfermarkt.technology/portrait/small/256547-1699274789.jpg?lm=1,30,€50k
Mitchell Osmond,Forward Madison FC,https://img.a.transfermarkt.technology/portrait/small/657738-1651268402.jpg?lm=1,29,€175k
Kevin Politz,None,https://img.a.transfermarkt.technology/portrait/small/375568-1582382158.jpg?lm=1,27,-
Sam Strong,Rajpracha FC,https://img.a.transfermarkt.technology/portrait/small/371827-1681496913.jpg?lm=1,27,-
William Mendieta,Club Libertad Asunción,https://img.a.transfermarkt.technology/portrait/small/s_122537_1023_2012_1.jpg?lm=1,34,€150k
Jude Aneke,FC Chkherimela Kharagauli,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,33,-
Ahmed Fathy,None,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,-,-
Maxim Tissot,Atlético Ottawa,https://img.a.transfermarkt.technology/portrait/small/261691-1683225790.jpg?lm=1,31,€100k
Nathan Harriel,Philadelphia Union,https://img.a.transfermarkt.technology/portrait/small/610627-1678994479.jpg?lm=1,22,€600k
Luis Pavez Contreras,Coquimbo Unido,https://img.a.transfermarkt.technology/portrait/small/90093-1680037380.jpg?lm=1,35,€75k
Omar Ciss,Charlotte Independence,https://img.a.transfermarkt.technology/portrait/small/768726-1684595445.JPG?lm=1,22,€200k
Mechack Jérôme,Indy Eleven,https://img.a.transfermarkt.technology/portrait/small/154746-1679139578.jpg?lm=1,33,€125k
Emiliano Ozuna,Club Deportivo Maipú,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,27,€50k
Julio Nava,Without Club,https://img.a.transfermarkt.technology/portrait/small/58595-1488310527.jpg?lm=1,33,-
Alex Bruce,Without Club,https://img.a.transfermarkt.technology/portrait/small/s_37957_3008_2013_08_05_1.jpg?lm=1,39,-
Leonardo Valencia,CD Cobresal,https://img.a.transfermarkt.technology/portrait/small/201318-1497615789.jpg?lm=1,32,€350k
Victor Souto,Atlantic City FC,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,30,-
Will Little,Without Club,https://img.a.transfermarkt.technology/portrait/small/426376-1582557223.jpg?lm=1,25,-
Sammy Sergi,Without Club,https://img.a.transfermarkt.technology/portrait/small/737515-1587023599.jpg?lm=1,27,-
Elimane Cissé,Diambars Football Club,https://img.a.transfermarkt.technology/portrait/small/364231-1628948866.jpg?lm=1,28,-
Gustavo Britos,Asociación Deportivo Pasto,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,44,-
Germán Niz,Deportivo Carchá,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,27,-
Casey Walls,San Jose Earthquakes,https://img.a.transfermarkt.technology/portrait/small/724440-1678021166.jpg?lm=1,20,€150k
Carlos Terán,Chicago Fire FC,https://img.a.transfermarkt.technology/portrait/small/649184-1678136197.jpg?lm=1,23,€2.00m
None,None,None,None,None
Abuchi Obinwa,Without Club,https://img.a.transfermarkt.technology/portrait/small/333675-1648412353.JPG?lm=1,26,-
Ángel Rodríguez,CD Tenerife,https://img.a.transfermarkt.technology/portrait/small/51510-1697221261.jpg?lm=1,36,€600k
Richard Ofori,Orlando Pirates,https://img.a.transfermarkt.technology/portrait/small/274756-1608445050.png?lm=1,30,€900k
Francis Benjamin,Unknown,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,30,-
Jake Keegan,One Knoxville SC,https://img.a.transfermarkt.technology/portrait/small/310391-1655644670.jpg?lm=1,33,€125k
Chris Hubbard,None,https://img.a.transfermarkt.technology/portrait/small/564323-1631816188.png?lm=1,29,-
Thomas Olsen,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,44,-
Danny Vitiello,Sacramento Republic FC,https://img.a.transfermarkt.technology/portrait/small/585908-1655909529.jpg?lm=1,27,€250k
Esteban Espíndola,None,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,31,-
Thembinkosi Lorch,Orlando Pirates,https://img.a.transfermarkt.technology/portrait/small/330726-1608446944.png?lm=1,30,€800k
Aldo Quintanilla,Los Angeles Force,https://img.a.transfermarkt.technology/portrait/small/355995-1637865246.jpg?lm=1,28,-
Mauro Cichero,Forward Madison FC,https://img.a.transfermarkt.technology/portrait/small/747724-1648234261.jpg?lm=1,28,€125k
Lukas Fernandes,DJK-SV Altdorf,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,30,-
Tucker Stephenson,Without Club,https://img.a.transfermarkt.technology/portrait/small/688523-1638634826.jpg?lm=1,27,-
Kodai Iida,Sheikh Russel KC,https://img.a.transfermarkt.technology/portrait/small/654285-1638634514.jpg?lm=1,28,€50k
Bienvenue Kanakimana,MFK Vyskov,https://img.a.transfermarkt.technology/portrait/small/649272-1701640045.png?lm=1,23,€275k
Lucas Tavares,Vitória FC,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,31,-
Zach Zandi,Colorado Springs Switchbacks FC,https://img.a.transfermarkt.technology/portrait/small/511768-1678818595.jpg?lm=1,27,€175k
Jermaine Fordah,Without Club,https://img.a.transfermarkt.technology/portrait/small/588147-1581622381.jpg?lm=1,30,-
Thabiso Kutumela,Cape Town City FC ,https://img.a.transfermarkt.technology/portrait/small/417536-1675413115.jpg?lm=1,30,€500k
Abdul Ajagun,Al-Hussein SC (Irbid),https://img.a.transfermarkt.technology/portrait/small/131664-1473747370.jpg?lm=1,30,-
Jordan Murrell,Without Club,https://img.a.transfermarkt.technology/portrait/small/164560-1586964085.jpg?lm=1,30,-
Jonathan Dean,Chicago Fire FC,https://img.a.transfermarkt.technology/portrait/small/635864-1678135339.jpg?lm=1,26,€275k
None,None,None,None,None
Dani Rovira,Pittsburgh Riverhounds SC,https://img.a.transfermarkt.technology/portrait/small/666874-1666031851.jpg?lm=1,26,€200k
Elio Castro,Unknown,https://img.a.transfermarkt.technology/portrait/small/100149-1564641959.jpg?lm=1,35,€75k
None,None,None,None,None
Amir Sayoud,Al-Raed SFC,https://img.a.transfermarkt.technology/portrait/small/122493-1680719731.jpg?lm=1,33,€800k
Ismail Belkacemi,USM Alger,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,30,€450k
Maecky Ngombo,Without Club,https://img.a.transfermarkt.technology/portrait/small/403839-1676801263.png?lm=1,28,-
Patrick Bunk-Andersen,Without Club,https://img.a.transfermarkt.technology/portrait/small/335105-1561059774.jpg?lm=1,28,-
David Abidor,None,https://img.a.transfermarkt.technology/portrait/small/377230-1589215029.jpg?lm=1,31,-
Keven Alemán,Persikabo 1973,https://img.a.transfermarkt.technology/portrait/small/187506-1655144714.png?lm=1,29,€150k
Arnold Bouka Moutou,Without Club,https://img.a.transfermarkt.technology/portrait/small/57358-1603309045.jpg?lm=1,35,-
Brandon Austin,Tottenham Hotspur,https://img.a.transfermarkt.technology/portrait/small/428016-1618736681.jpg?lm=1,24,€600k
Alessandro Riggi,Angkor Tiger FC,https://img.a.transfermarkt.technology/portrait/small/364677-1655055754.JPG?lm=1,30,€125k
Rubens Sambueza,Club Deportivo Maipú,https://img.a.transfermarkt.technology/portrait/small/26268-1579700915.jpg?lm=1,39,€300k
Alfredo Talavera,FC Juárez,https://img.a.transfermarkt.technology/portrait/small/50965-1668452910.jpg?lm=1,41,€600k
Daniel Cervantes,Celaya FC,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,38,-
John Scearce,Union Omaha,https://img.a.transfermarkt.technology/portrait/small/670165-1663417237.jpg?lm=1,25,€200k
Brandon Williamson,Northern Virginia FC,https://img.a.transfermarkt.technology/portrait/small/636804-1583259118.jpg?lm=1,25,-
Morgan Hackworth,San Diego Loyal SC,https://img.a.transfermarkt.technology/portrait/small/637352-1666635638.jpg?lm=1,26,€125k
Alisson,Liverpool FC,https://img.a.transfermarkt.technology/portrait/small/105470-1668522221.jpg?lm=1,31,€35.00m
Taylor Davila,Rio Grande Valley FC Toros,https://img.a.transfermarkt.technology/portrait/small/575790-1648422827.JPG?lm=1,23,€250k
Augustine Williams,Charleston Battery,https://img.a.transfermarkt.technology/portrait/small/454110-1678776841.jpg?lm=1,26,€350k
Athlantia Football Management,None,None,None,None
Ariel Viegas,Penne 1920,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,34,-
Abraham Torres Nilo,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,31,-
Vincenzo Candela,Bodens BK,https://img.a.transfermarkt.technology/portrait/small/285943-1655147493.jpg?lm=1,29,-
Eli Crognale,None,https://img.a.transfermarkt.technology/portrait/small/638703-1578585674.JPG?lm=1,25,-
Steven Echevarria,Colorado Springs Switchbacks FC,https://img.a.transfermarkt.technology/portrait/small/375570-1648236508.jpg?lm=1,27,€175k
Aaron Perez,Unknown,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,37,-
Tarn Weir,FC Tucson,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,24,-
Peter Pearson,Without Club,https://img.a.transfermarkt.technology/portrait/small/644927-1655644757.jpg?lm=1,27,-
Jesús Corona,Club Tijuana,https://img.a.transfermarkt.technology/portrait/small/s_29574_3711_2013_07_26_1.jpg?lm=1,42,€500k
Thabo Nodada,Cape Town City FC ,https://img.a.transfermarkt.technology/portrait/small/386340-1608978126.jpg?lm=1,28,€1.00m
None,None,None,None,None
Edwin Lara,Without Club,https://img.a.transfermarkt.technology/portrait/small/315771-1582819953.jpg?lm=1,24,-
Mustafa Kizza,Kampala City Council,https://img.a.transfermarkt.technology/portrait/small/568750-1618688536.jpg?lm=1,24,-
Wojciech Wojcik,Wieza Postomino,https://img.a.transfermarkt.technology/portrait/small/307879-1586034807.jpg?lm=1,31,-
Lachlan McLean,None,https://img.a.transfermarkt.technology/portrait/small/751149-1638133604.jpg?lm=1,27,-
Shak Adams,North Carolina FC,https://img.a.transfermarkt.technology/portrait/small/763520-1684584287.jpg?lm=1,25,€100k
Oalex Anderson,North Carolina FC,https://img.a.transfermarkt.technology/portrait/small/313448-1684583712.jpg?lm=1,28,€250k
Jamael Cox,Tacoma Stars (indoor),https://img.a.transfermarkt.technology/portrait/small/261955-1585905332.jpg?lm=1,31,-
Patrick Okonkwo,Unknown,https://img.a.transfermarkt.technology/portrait/small/485378-1561123585.jpg?lm=1,25,-
Ulises Rivas,UNAM Pumas,https://img.a.transfermarkt.technology/portrait/small/295424-1581594078.png?lm=1,27,€1.00m
Emanuel Gularte,Querétaro FC,https://img.a.transfermarkt.technology/portrait/small/365947-1473707038.jpg?lm=1,26,€3.00m
Gustavo Cabral,CF Pachuca,https://img.a.transfermarkt.technology/portrait/small/30677-1447159788.jpg?lm=1,38,€1.00m
Stefano Rodríguez,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,35,-
Amobi Okugo,None,https://img.a.transfermarkt.technology/portrait/small/145501-1637865169.jpg?lm=1,32,-
Felicien Dumas,Without Club,https://img.a.transfermarkt.technology/portrait/small/637736-1578587845.png?lm=1,26,-
Isaac Acuña,Santa Lucía Cotzumalguapa FC,https://img.a.transfermarkt.technology/portrait/small/147149-1471527030.png?lm=1,34,-
Pablo Mingorance,Universidad San Carlos,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,34,-
Chikezie Alozie,Africa Sports,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,26,-
Roland Zan Bi,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,27,-
None,None,None,None,None
None,None,None,None,None
Luis Zamudio,D.C. United,https://img.a.transfermarkt.technology/portrait/small/564971-1678030667.jpg?lm=1,25,€150k
Tomás Romero,Toronto FC,https://img.a.transfermarkt.technology/portrait/small/465105-1678203533.jpg?lm=1,22,€150k
Stavros Zarokostas,FC Haka,https://img.a.transfermarkt.technology/portrait/small/637397-1690645463.jpg?lm=1,26,€150k
Albert Dikwa,Pittsburgh Riverhounds SC,https://img.a.transfermarkt.technology/portrait/small/487166-1665952910.jpg?lm=1,25,€400k
Kevin Silva,Almere City FC U23,https://img.a.transfermarkt.technology/portrait/small/351503-1666031906.jpg?lm=1,25,-
Amaury Escoto,FC Juárez,https://img.a.transfermarkt.technology/portrait/small/186415-1506525638.jpg?lm=1,31,€700k
Víctor Mañón,Without Club,https://img.a.transfermarkt.technology/portrait/small/80018-1471527801.png?lm=1,31,€150k
None,None,None,None,None
None,None,None,None,None
Abdoulaye Cissoko,Seattle Sounders FC,https://img.a.transfermarkt.technology/portrait/small/705864-1678301241.jpg?lm=1,23,€600k
Nick Slonina,None,https://img.a.transfermarkt.technology/portrait/small/730128-1618611397.jpg?lm=1,22,-
Tony Leone,Los Angeles FC,https://img.a.transfermarkt.technology/portrait/small/745454-1678026475.jpg?lm=1,19,€175k
Jalen Neal,Los Angeles Galaxy,https://img.a.transfermarkt.technology/portrait/small/724439-1678024414.jpg?lm=1,20,€800k
Thapelo Morena,Mamelodi Sundowns FC,https://img.a.transfermarkt.technology/portrait/small/297509-1614017088.jpg?lm=1,30,€1.50m
Brandon Fricke,Greenville Triumph SC,https://img.a.transfermarkt.technology/portrait/small/226628-1684615887.jpg?lm=1,31,€125k
Evans Rusike,Without Club,https://img.a.transfermarkt.technology/portrait/small/382166-1617212977.png?lm=1,33,€150k
Bryan Carvallo,Unión Española,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,27,€400k
Omar Sowe,Leiknir Reykjavík,https://img.a.transfermarkt.technology/portrait/small/696603-1646141733.JPG?lm=1,23,€150k
Theodore Ku-DiPietro,D.C. United,https://img.a.transfermarkt.technology/portrait/small/677832-1678030276.jpg?lm=1,21,€2.00m
Edison Azcona,Inter Miami CF,https://img.a.transfermarkt.technology/portrait/small/794699-1647683188.jpg?lm=1,20,€300k
Daniel Steedman,Without Club,https://img.a.transfermarkt.technology/portrait/small/567253-1582357069.jpg?lm=1,23,-
Axel Picazo,Los Angeles Galaxy II,https://img.a.transfermarkt.technology/portrait/small/611042-1648423045.JPG?lm=1,22,€125k
Bode Hidalgo,Real Salt Lake City,https://img.a.transfermarkt.technology/portrait/small/763768-1678294794.jpg?lm=1,21,€650k
None,None,None,None,None
Cristian Díaz,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,47,-
Boniek García,None,https://img.a.transfermarkt.technology/portrait/small/62241-1618674793.jpg?lm=1,39,-
Charlie Dennis,Tampa Bay Rowdies,https://img.a.transfermarkt.technology/portrait/small/563079-1663498505.jpg?lm=1,28,€250k
Nil Vinyals,Richmond Kickers,https://img.a.transfermarkt.technology/portrait/small/585729-1684688334.jpg?lm=1,27,€200k
Marco Domínguez-Ramírez,CSD Municipal,https://img.a.transfermarkt.technology/portrait/small/364671-1544886454.jpg?lm=1,27,€150k
Matías Guardia,CSD Puerto San José,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,32,-
Sibusiso Vilakazi,Sekhukhune United FC,https://img.a.transfermarkt.technology/portrait/small/129335-1614018526.JPG?lm=1,34,€475k
Lucky Mkosana,Without Club,https://img.a.transfermarkt.technology/portrait/small/212993-1666990732.jpg?lm=1,36,€50k
Kevin Assiga,FC San Pedro,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,26,-
Terran Campbell,Forge FC,https://img.a.transfermarkt.technology/portrait/small/385645-1683223856.jpg?lm=1,25,€250k
José Escalante,CD Motagua Tegucigalpa,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,33,-
Kevin Rodríguez,Royale Union Saint-Gilloise,https://img.a.transfermarkt.technology/portrait/small/684159-1669015922.jpg?lm=1,23,€1.00m
Luca Mayr-Fälten,SV Grün-Weiß Micheldorf,https://img.a.transfermarkt.technology/portrait/small/202415-1439983183.jpeg?lm=1,27,-
None,None,None,None,None
David Diosa,New York Pancyprian Freedoms,https://img.a.transfermarkt.technology/portrait/small/278151-1587654175.jpg?lm=1,31,-
Joel Theophilus Afelokhai,Without Club,https://img.a.transfermarkt.technology/portrait/small/s_178359_6799_2010_1.jpg?lm=1,35,-
Nacereddine Khoualed,US Biskra,https://img.a.transfermarkt.technology/portrait/small/175194-1493924211.png?lm=1,37,€100k
None,None,None,None,None
Yamilson Rivera,Deportivo Carchá,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,34,-
Alan Cervantes,Santos Laguna,https://img.a.transfermarkt.technology/portrait/small/400173-1666783494.jpg?lm=1,25,€5.00m
Junior Burgos,Without Club,https://img.a.transfermarkt.technology/portrait/small/105934-1479503567.jpg?lm=1,35,-
None,None,None,None,None
YOUSSEF OUBAID,None,None,None,None
Elsaid Maher,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,32,-
Billel Bensaha,Al-Nahda Club,https://img.a.transfermarkt.technology/portrait/small/323326-1696519700.jpg?lm=1,29,€400k
Mohamed Sherif,Al-Khaleej FC,https://img.a.transfermarkt.technology/portrait/small/380873-1615125166.jpg?lm=1,27,€1.80m
Firas Chaouat,Al-Muharraq SC,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,27,-
Yassine Chamakhi,Etoile Sportive du Sahel,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,28,€600k
Gonzalo Jara,Coquimbo Unido,https://img.a.transfermarkt.technology/portrait/small/40429-1437396217.jpg?lm=1,38,€50k
Rocco Ríos Novo,Club Atlético Lanús II,https://img.a.transfermarkt.technology/portrait/small/661126-1689928801.jpg?lm=1,21,€500k
Philipp Beigl,Without Club,https://img.a.transfermarkt.technology/portrait/small/164439-1648287974.jpg?lm=1,31,-
Jordan Farr,San Antonio FC,https://img.a.transfermarkt.technology/portrait/small/565014-1685374229.JPG?lm=1,29,€200k
Ben Beaury,Without Club,https://img.a.transfermarkt.technology/portrait/small/511761-1587020556.jpg?lm=1,27,-
Simon Lefebvre,AS Muret,https://img.a.transfermarkt.technology/portrait/small/386062-1631816329.png?lm=1,26,-
Ian McGrane,Union Omaha,https://img.a.transfermarkt.technology/portrait/small/741061-1592576359.JPG?lm=1,28,€75k
Edward Delgado,Northern Colorado Hailstorm FC,https://img.a.transfermarkt.technology/portrait/small/748991-1684495214.JPG?lm=1,25,€150k
Carlos Merancio,Rio Grande Valley FC Toros,https://img.a.transfermarkt.technology/portrait/small/656433-1655576709.jpg?lm=1,25,€100k
Solomon Jabason,Unknown,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,31,-
Euro Soccer Advice,None,None,None,None
Zie Coulibaly,SC Gagnoa,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,31,-
