name,club,profile_image,year,market_value
Nahuel Acosta,FC Grand-Saconnex,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,29,-
Luciano Campusano,Club Sportivo Peñarol II,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,23,-
None,None,None,None,None
Fabián Dauwalder,Club Villa Mitre,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,32,-
None,None,None,None,None
Elías Barraza,Sacachispas Fútbol Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,25,-
Alexis Nievas,Club Villa Dálmine II,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,22,€10k
Branco Mera,CA Sansinena Social y Deportivo,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,23,-
Young Football Talents,None,None,None,None
Laureano Nutz,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,24,-
David Angeloff,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,32,-
Miguel Zamudio,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,22,-
Gastón García,Tacuary Football Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,28,€25k
Ramiro Alderete,CS General San Martín (Formosa),https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,25,-
Fabio Dominguez Gonzalez,FC Le Locle,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,30,-
None,None,None,None,None
Marcos Quiroz,Ferro Carril Oeste Gral Pico II,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,32,-
Jonathan Argañaraz,Without Club,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,28,-
Patricio Albornoz,Club Atlético Lanús II,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,23,-
Santiago Vizio,Unknown,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,35,-
Pablo Saucedo,Club Atlético All Boys,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,41,-
Facundo Désima,CA Liniers (Bahia Blanca),https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,27,-
Franco Rebussone,Club Ferro Carril Oeste,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,24,€10k
Bayron Saavedra,Club de Deportes Linares,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,26,-
None,None,None,None,None
Dodici Sports Management,None,None,None,None
Diego Guevara,Alacranes FC,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,40,-
Maximiliano Denis,Club Almirante Brown II,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,24,-
None,None,None,None,None
Rodrigo Ayala,Club Atlético Mitre,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,29,€125k
Rofty Sports Management,None,None,None,None
Rodrigo Di Motta,Club Social y Deportivo Liniers,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,25,-
firsteleven ISM,None,None,None,None
None,None,None,None,None
Brian Guerrero,FC Juárez II,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,21,-
Martinet,---,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,84,-
Nicolas Grasso,Sanarate FC,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,24,-
