shooting,dribbling_control,passing_vision,tackling_interception,aerial_defense,speed_agility,strength_stamina,decision_making,work_ethic_effort,leadership,teamwork,goalkeeping_abilities,behavioral_attributes,player_traits,club_rating
8.1875,12.0625,10.0,12.0625,7.666666666666667,13.666666666666666,12.166666666666666,12.25,13.666666666666666,4.625,14.0,1.75,7.375,2.75,1572.0
9.8125,12.125,11.208333333333334,10.9375,6.583333333333333,13.75,12.5,11.125,12.083333333333334,4.5,12.25,1.9642857142857142,6.0,1.5,1413.0
8.125,10.625,11.041666666666666,11.1875,7.083333333333333,13.25,12.916666666666666,11.0,13.416666666666666,5.625,12.75,1.8928571428571428,6.875,2.75,1472.0
8.4375,11.25,11.0,11.25,7.666666666666667,13.916666666666666,12.5,11.0,12.833333333333334,5.25,12.5,1.7857142857142858,6.25,2.5,1459.0
11.5,10.333333333333334,12.500000000000002,10.666666666666666,7.111111111111111,13.888888888888888,13.888888888888891,10.666666666666666,10.888888888888888,6.0,13.666666666666666,2.0952380952380953,5.833333333333333,3.0,1750.0
8.125,11.875,11.125,10.875,5.666666666666667,13.0,11.333333333333334,10.125,13.583333333333334,3.75,12.75,2.4285714285714284,7.5,2.0,1605.0
9.9375,12.6875,12.0,11.875,6.916666666666667,14.333333333333334,13.583333333333334,13.0,14.0,5.375,13.0,2.1785714285714284,7.0,2.0,1714.0
8.5,12.4375,11.625,10.8125,6.75,14.5,12.25,11.125,14.916666666666666,6.0,13.25,2.2142857142857144,8.375,1.75,1156.0
7.875,11.5,10.5,10.3125,6.583333333333333,15.25,12.166666666666666,11.375,13.833333333333334,6.5,14.25,2.142857142857143,6.875,2.5,1524.0
8.5,10.5,10.666666666666666,11.4375,7.833333333333333,12.583333333333334,10.833333333333334,11.875,13.333333333333334,5.5,13.0,2.1785714285714284,7.5,2.5,1608.0
11.25,11.875,12.083333333333334,12.1875,7.0,13.25,12.083333333333334,12.75,12.166666666666666,5.375,13.75,2.0714285714285716,6.375,2.0,1685.0
6.875,10.5,9.75,10.875,7.666666666666667,13.75,11.25,11.25,13.416666666666666,7.0,12.5,2.2142857142857144,7.75,2.25,1530.0
9.3125,11.0,11.166666666666666,11.1875,7.25,13.25,12.583333333333334,11.25,13.166666666666666,7.125,13.25,2.107142857142857,7.0,2.5,1669.0
7.1875,11.0625,10.166666666666666,11.1875,7.333333333333333,13.416666666666666,11.583333333333334,11.0,13.333333333333334,5.0,12.25,1.8571428571428572,7.0,2.5,1624.0
7.6875,10.375,11.0,12.125,8.416666666666666,13.5,12.75,11.25,13.75,5.75,14.0,1.8928571428571428,5.875,2.75,1156.0
9.25,10.875,11.541666666666666,11.6875,7.5,12.333333333333334,12.75,11.625,14.5,6.75,14.5,2.357142857142857,7.75,2.5,1515.0
7.75,11.1875,10.333333333333334,9.9375,5.583333333333333,12.833333333333334,10.083333333333334,11.25,10.25,5.75,11.75,1.8928571428571428,7.125,3.0,1437.0
8.75,10.75,12.166666666666666,10.5,6.166666666666667,12.333333333333334,11.666666666666666,10.75,11.666666666666666,6.0,14.0,2.357142857142857,5.25,2.5,1482.0
7.4375,11.4375,10.583333333333334,11.75,5.5,12.583333333333334,11.416666666666666,11.125,11.666666666666666,5.5,12.5,2.357142857142857,5.0,1.5,1156.0
8.8125,11.375,10.291666666666666,9.0625,6.916666666666667,13.75,12.416666666666666,9.375,11.583333333333334,4.125,11.75,1.6785714285714286,5.875,1.75,1443.0
8.1875,10.75,10.708333333333334,11.125,6.833333333333333,12.166666666666666,12.166666666666666,11.0,13.25,4.625,14.5,2.2857142857142856,7.0,2.0,1526.0
8.4375,10.75,11.416666666666666,12.0,6.916666666666667,14.333333333333334,12.75,11.75,13.583333333333334,4.0,13.25,2.0714285714285716,6.375,2.0,1406.0
8.625,11.4375,11.0,10.75,6.916666666666667,13.0,12.5,11.25,13.583333333333334,4.625,12.75,2.0,7.0,2.0,1250.0
7.625,11.1875,11.416666666666666,12.375,7.25,13.666666666666666,13.5,10.0,15.0,4.625,14.75,1.9642857142857142,8.25,2.0,1686.0
7.6875,10.8125,10.833333333333334,11.1875,6.833333333333333,13.5,11.25,11.125,13.75,5.375,13.0,2.107142857142857,7.5,2.25,1421.0
8.25,12.125,11.416666666666666,10.9375,6.25,13.0,11.416666666666666,10.25,13.416666666666666,3.75,11.75,1.8928571428571428,7.875,2.5,1587.0
6.5625,10.0625,8.458333333333334,11.875,8.166666666666666,12.916666666666666,12.25,11.125,13.5,6.375,13.75,1.7142857142857142,7.75,2.5,1428.0
7.6875,11.125,10.958333333333334,11.9375,8.416666666666666,12.5,13.25,11.0,14.083333333333334,5.25,12.75,2.142857142857143,7.25,1.25,1498.0
9.125,11.0,10.833333333333334,10.5625,7.416666666666667,12.583333333333334,10.833333333333334,11.375,12.583333333333334,7.25,12.25,2.0714285714285716,7.5,2.5,1685.0
9.8125,11.6875,11.625,9.8125,6.083333333333333,13.0,9.75,10.75,12.583333333333334,6.375,11.0,2.4642857142857144,5.625,1.5,1598.0
9.6875,11.75,11.333333333333334,10.6875,7.25,13.416666666666666,12.5,11.25,14.25,5.0,13.5,2.0714285714285716,7.75,2.5,1706.0
9.9375,10.875,10.166666666666666,11.5625,7.5,13.583333333333334,11.916666666666666,12.25,11.916666666666666,5.875,14.75,2.107142857142857,5.875,1.5,1544.0
8.25,11.25,10.583333333333334,11.5625,7.083333333333333,12.166666666666666,12.25,11.5,12.666666666666666,6.375,13.5,2.2142857142857144,6.0,2.25,1431.0
9.0625,12.125,11.708333333333334,10.8125,6.583333333333333,12.833333333333334,11.583333333333334,11.25,12.583333333333334,4.75,13.0,2.2857142857142856,6.875,2.0,1256.0
8.1875,10.3125,10.375,9.375,6.583333333333333,12.75,11.0,8.875,11.75,5.5,13.0,2.1785714285714284,7.0,2.25,1388.0
8.0625,12.1875,10.583333333333334,11.125,6.666666666666667,12.666666666666666,12.416666666666666,10.625,12.833333333333334,4.625,14.5,1.8928571428571428,6.125,2.25,1156.0
10.083333333333332,11.833333333333332,11.666666666666666,11.75,6.666666666666668,12.555555555555555,12.666666666666666,11.666666666666668,13.0,5.833333333333333,13.0,2.1904761904761907,7.166666666666667,3.3333333333333335,1488.0
7.5625,10.25,10.083333333333334,11.5625,7.833333333333333,12.75,12.916666666666666,10.625,15.083333333333334,5.0,12.5,2.392857142857143,7.875,2.25,1721.0
6.5625,9.75,10.125,10.875,7.166666666666667,12.833333333333334,12.083333333333334,10.25,12.75,5.625,12.75,2.2142857142857144,6.875,3.0,1156.0
7.6875,11.375,10.0,9.375,6.416666666666667,12.5,10.25,9.5,10.666666666666666,4.375,11.25,2.2857142857142856,5.5,2.5,1541.0
8.125,11.1875,11.375,11.875,8.083333333333334,13.166666666666666,11.916666666666666,12.125,13.666666666666666,5.5,13.25,2.0714285714285716,7.75,2.0,1367.0
5.375,8.8125,8.5,10.25,7.0,11.416666666666666,9.166666666666666,10.5,11.083333333333334,5.5,11.0,2.0,7.0,2.0,1156.0
6.375,10.1875,10.708333333333334,11.3125,5.916666666666667,13.25,11.916666666666666,10.875,12.5,6.125,14.0,2.3214285714285716,7.625,1.75,1479.0
6.0,11.833333333333334,9.555555555555555,10.333333333333334,6.444444444444444,13.666666666666666,10.555555555555555,9.5,12.666666666666666,4.333333333333334,12.333333333333334,2.0,7.5,1.6666666666666667,1156.0
10.25,11.8125,10.958333333333334,9.1875,7.0,12.416666666666666,11.916666666666666,9.75,12.416666666666666,5.75,13.0,2.0,5.0,1.75,1156.0
7.0625,11.3125,9.0,10.1875,6.166666666666667,12.75,10.416666666666666,10.125,12.25,5.5,11.75,2.107142857142857,4.625,2.25,1156.0
9.375,11.0625,11.208333333333334,11.375,6.75,12.916666666666666,12.5,10.625,13.583333333333334,4.375,14.0,2.142857142857143,7.0,2.5,1406.0
7.0625,10.5,10.041666666666666,10.5625,6.75,12.833333333333334,10.25,10.875,11.666666666666666,5.125,11.75,2.1785714285714284,7.125,1.75,1519.0
8.125,11.125,10.416666666666666,11.375,6.666666666666667,13.916666666666666,11.75,10.5,13.833333333333334,5.25,12.25,2.25,6.75,1.0,1530.0
7.375,11.125,10.416666666666666,9.75,7.0,12.5,11.416666666666666,10.25,10.916666666666666,5.25,12.25,1.9642857142857142,6.25,2.25,1459.0
8.6875,10.8125,10.666666666666666,9.625,6.0,12.333333333333334,10.25,11.625,11.666666666666666,4.375,13.25,2.25,5.875,2.25,1464.0
9.5625,10.9375,10.875,11.625,7.333333333333333,13.0,11.25,10.875,13.166666666666666,4.125,14.0,2.0357142857142856,7.125,2.0,1440.0
7.1875,9.25,9.791666666666666,10.5,7.416666666666667,12.833333333333334,11.083333333333334,9.875,12.166666666666666,5.375,13.0,2.0357142857142856,5.625,1.75,1462.0
6.25,9.6875,9.166666666666666,9.0625,8.583333333333334,13.083333333333334,11.416666666666666,8.75,10.666666666666666,4.25,11.0,2.0,5.875,1.5,1156.0
10.8125,11.8125,11.291666666666666,10.375,6.416666666666667,13.666666666666666,12.75,10.625,12.916666666666666,4.625,12.75,1.7857142857142858,8.0,2.0,1342.0
5.0625,8.75,7.958333333333333,10.0,8.333333333333334,11.833333333333334,9.916666666666666,10.5,11.0,5.25,11.25,2.1785714285714284,6.25,1.25,1156.0
4.0625,9.125,7.0,7.3125,4.75,13.25,7.833333333333333,7.875,6.916666666666667,3.625,8.25,2.3214285714285716,6.625,1.5,1423.0
9.0,11.0625,10.875,11.4375,7.333333333333333,13.166666666666666,12.416666666666666,10.125,13.0,4.5,13.0,2.1785714285714284,6.625,1.5,1279.0
9.1875,10.5625,10.708333333333334,11.6875,6.666666666666667,12.833333333333334,11.583333333333334,10.875,11.5,6.875,12.0,2.25,7.25,2.25,1425.0
8.6875,12.25,11.208333333333334,11.3125,7.25,13.416666666666666,12.0,11.75,13.666666666666666,5.125,12.25,2.2857142857142856,8.25,2.25,1578.0
7.1875,9.8125,10.0,10.6875,6.166666666666667,12.333333333333334,10.916666666666666,10.0,12.083333333333334,6.5,13.0,2.0714285714285716,6.125,2.25,1156.0
9.75,12.1875,10.416666666666666,9.625,5.5,13.0,9.583333333333334,8.5,9.666666666666666,3.625,12.0,2.3214285714285716,6.0,1.75,1453.0
6.875,10.5,9.666666666666666,11.125,6.166666666666667,13.0,10.0,11.0,11.666666666666666,5.375,12.0,2.107142857142857,7.0,1.75,1567.0
10.4375,11.6875,11.125,10.0,7.333333333333333,12.75,11.75,10.125,13.166666666666666,4.125,13.75,2.107142857142857,7.125,1.75,1554.0
5.5625,8.5,8.791666666666666,10.5625,6.0,13.083333333333334,9.416666666666666,10.375,11.5,5.0,11.5,2.107142857142857,6.5,2.25,1471.0
9.5,12.375,11.041666666666666,10.375,7.083333333333333,14.166666666666666,12.416666666666666,10.875,12.75,5.875,11.75,1.8571428571428572,5.25,1.25,1632.0
5.4375,7.8125,9.208333333333334,10.875,7.5,12.333333333333334,11.166666666666666,10.0,12.166666666666666,5.25,10.75,2.0,5.75,1.75,1324.0
8.9375,10.75,10.166666666666666,9.125,6.166666666666667,12.583333333333334,10.333333333333334,10.75,10.0,5.25,11.5,2.357142857142857,5.75,2.75,1358.0
7.5625,9.875,10.208333333333334,11.1875,7.166666666666667,12.166666666666666,11.333333333333334,9.5,10.083333333333334,5.125,9.75,2.0,7.0,1.75,1489.0
2.9375,6.4375,5.25,7.75,4.916666666666667,12.416666666666666,7.75,9.25,9.0,4.625,7.5,2.0,4.125,2.0,1156.0
8.375,11.875,10.75,10.3125,6.5,12.333333333333334,11.666666666666666,11.875,12.666666666666666,4.375,13.25,2.2857142857142856,6.375,1.5,1156.0
9.4375,12.8125,11.208333333333334,9.875,6.083333333333333,13.833333333333334,12.0,9.25,12.666666666666666,5.375,11.5,2.1785714285714284,7.375,2.0,1549.0
7.75,9.25,9.875,11.0,6.916666666666667,13.833333333333334,10.75,10.125,13.083333333333334,6.125,13.0,1.8928571428571428,5.875,1.5,1530.0
9.4375,11.5,10.458333333333334,10.5,5.75,13.5,11.25,11.125,12.916666666666666,4.875,11.75,2.0,7.75,2.75,1552.0
8.375,10.75,10.791666666666666,11.0,6.25,12.666666666666666,11.083333333333334,11.5,11.75,4.75,11.5,2.0714285714285716,6.625,2.5,1499.0
7.0625,10.4375,9.416666666666666,11.1875,7.75,12.75,12.333333333333334,10.25,13.666666666666666,5.625,13.75,2.0,7.125,2.0,1342.0
8.6875,10.1875,11.041666666666666,9.8125,7.583333333333333,11.75,11.25,9.875,12.833333333333334,7.5,13.25,2.2142857142857144,6.5,2.0,1156.0
7.125,10.25,9.625,10.0625,5.833333333333333,13.166666666666666,10.833333333333334,10.25,12.25,5.875,12.0,2.107142857142857,7.25,1.75,1642.0
8.375,10.3125,10.625,10.875,5.916666666666667,12.583333333333334,10.583333333333334,11.5,12.583333333333334,5.5,12.5,2.0,7.625,2.25,1308.0
6.333333333333333,8.416666666666668,8.388888888888888,10.166666666666666,6.000000000000001,12.111111111111109,9.888888888888888,10.166666666666668,10.888888888888888,6.166666666666666,11.333333333333334,1.5714285714285716,5.666666666666666,2.0,1374.0
7.625,11.0,9.791666666666666,11.0625,7.25,13.25,11.583333333333334,10.75,13.75,5.75,13.75,1.9285714285714286,8.125,2.5,1463.0
10.5,12.5625,10.916666666666666,13.0625,7.583333333333333,12.75,12.25,11.375,12.166666666666666,6.125,12.25,2.357142857142857,7.25,1.5,1680.0
9.375,10.375,10.791666666666666,9.9375,6.75,12.583333333333334,10.75,10.5,12.916666666666666,7.25,11.25,1.9285714285714286,6.375,2.25,1622.0
6.875,9.875,10.25,11.8125,7.75,12.75,11.333333333333334,11.75,12.166666666666666,5.75,12.0,2.107142857142857,7.625,2.5,1318.0
6.9375,10.25,8.875,10.1875,6.583333333333333,12.75,10.083333333333334,10.0,12.916666666666666,3.625,10.5,2.5,6.5,2.0,1499.0
10.125,11.5,10.208333333333334,9.9375,7.25,14.5,12.166666666666666,9.75,12.416666666666666,4.75,11.0,2.2142857142857144,6.75,2.25,1562.0
6.875,9.8125,8.583333333333334,10.3125,6.666666666666667,11.75,12.25,9.75,14.083333333333334,5.5,12.75,2.357142857142857,7.5,2.25,1156.0
6.875,11.0625,10.833333333333334,11.25,7.5,12.75,11.916666666666666,10.5,13.083333333333334,5.375,12.75,2.0714285714285716,7.625,2.25,1596.0
9.0625,11.3125,10.875,11.875,8.333333333333334,12.916666666666666,13.083333333333334,10.875,10.833333333333334,6.125,12.5,2.25,6.625,2.25,1579.0
7.1875,10.625,9.791666666666666,9.9375,5.833333333333333,13.416666666666666,11.583333333333334,9.875,13.75,4.625,13.0,2.0357142857142856,7.5,2.25,1371.0
7.0625,8.8125,8.875,10.25,6.416666666666667,11.916666666666666,10.833333333333334,10.875,11.166666666666666,5.875,12.25,2.142857142857143,5.875,1.25,1156.0
6.0,8.5625,8.875,8.3125,5.5,11.25,9.166666666666666,9.25,10.0,3.125,9.0,2.4285714285714284,6.75,2.5,1156.0
8.4375,10.5625,10.333333333333334,11.4375,6.833333333333333,12.583333333333334,11.75,9.625,11.083333333333334,6.75,13.25,1.8928571428571428,6.0,2.25,1457.0
7.5625,11.3125,9.541666666666666,10.5,8.166666666666666,13.0,11.75,10.75,12.416666666666666,5.125,11.0,1.7857142857142858,7.125,1.75,1156.0
6.0,8.125,8.458333333333334,9.75,5.916666666666667,13.166666666666666,9.333333333333334,10.625,10.25,4.75,10.25,2.0714285714285716,5.875,2.25,1156.0
6.0,10.0,9.833333333333334,9.5,7.0,12.666666666666666,12.083333333333334,10.5,12.833333333333334,5.125,13.5,2.4285714285714284,6.25,2.5,1156.0
6.375,10.5625,10.458333333333334,11.125,6.5,12.166666666666666,10.583333333333334,11.0,12.0,5.625,12.0,2.107142857142857,7.5,2.0,1156.0
6.0625,9.875,8.875,11.3125,7.75,12.666666666666666,11.583333333333334,10.375,12.833333333333334,4.875,11.75,1.9642857142857142,7.5,2.0,1340.0
7.8125,9.3125,10.0,11.125,7.25,12.5,11.833333333333334,10.125,11.166666666666666,5.625,12.75,2.107142857142857,6.125,1.5,1336.0
8.5,10.75,9.5,11.125,7.25,12.583333333333334,11.666666666666666,9.875,12.666666666666666,5.625,12.0,2.2142857142857144,6.0,2.75,1156.0
7.6875,10.375,10.333333333333334,11.0,6.416666666666667,13.25,12.083333333333334,9.5,12.25,5.375,11.25,2.142857142857143,8.125,1.5,1397.0
3.8125,7.9375,7.0,8.125,5.5,12.833333333333334,8.333333333333334,9.75,9.333333333333334,4.875,8.0,2.1785714285714284,6.625,2.0,1304.0
8.1875,10.5,10.666666666666666,10.6875,7.333333333333333,12.833333333333334,11.5,10.375,12.166666666666666,6.5,13.0,1.7857142857142858,7.125,1.75,1156.0
6.4375,10.0,8.916666666666666,9.75,5.916666666666667,12.583333333333334,9.583333333333334,9.0,11.5,5.875,10.25,2.25,6.75,2.0,1156.0
6.3125,11.75,10.458333333333334,10.0625,6.083333333333333,13.583333333333334,10.333333333333334,10.75,11.416666666666666,4.0,10.75,2.1785714285714284,7.0,2.0,1317.0
7.5625,10.1875,10.291666666666666,10.3125,7.583333333333333,12.416666666666666,11.166666666666666,10.375,11.666666666666666,5.25,11.75,2.2857142857142856,6.375,2.75,1299.0
6.75,9.375,9.333333333333334,9.75,6.5,12.416666666666666,10.166666666666666,10.25,10.416666666666666,4.5,9.75,2.0357142857142856,5.625,1.75,1425.0
10.0,10.9375,10.541666666666666,11.6875,8.083333333333334,12.166666666666666,12.333333333333334,11.125,13.5,7.625,13.5,2.2142857142857144,9.125,3.25,1767.0
5.8125,8.375,7.875,9.3125,7.666666666666667,13.083333333333334,10.5,9.375,11.583333333333334,4.375,10.5,1.9642857142857142,6.125,2.25,1515.0
8.0,11.125,9.958333333333334,10.9375,7.416666666666667,12.333333333333334,11.583333333333334,10.5,12.0,5.25,10.0,2.142857142857143,6.0,2.5,1441.0
8.0625,10.75,9.833333333333334,10.5625,6.083333333333333,12.666666666666666,11.916666666666666,10.125,12.083333333333334,5.25,12.5,2.392857142857143,6.375,2.0,1156.0
9.25,11.5,11.625,11.25,7.75,11.75,12.0,10.875,12.583333333333334,6.0,13.25,2.0357142857142856,6.75,2.25,1156.0
7.875,11.875,10.25,10.5625,6.166666666666667,13.0,11.583333333333334,12.125,12.0,4.875,13.75,2.2857142857142856,7.375,2.5,1156.0
6.6875,10.75,9.625,10.125,5.5,13.0,10.75,10.25,13.666666666666666,3.25,13.75,2.0714285714285716,6.75,2.0,1490.0
8.875,11.5625,9.875,10.6875,6.0,13.166666666666666,12.083333333333334,11.375,11.666666666666666,5.0,12.25,1.9642857142857142,6.0,1.5,1156.0
4.3125,8.875,7.875,8.4375,4.75,12.0,9.166666666666666,8.875,8.166666666666666,4.5,9.5,2.1785714285714284,6.875,2.25,1376.0
8.75,10.8125,10.541666666666666,10.5625,7.083333333333333,12.333333333333334,11.5,10.125,12.583333333333334,5.125,12.5,2.0,6.25,2.25,1407.0
3.6875,8.5,6.541666666666667,8.6875,5.916666666666667,12.583333333333334,7.75,8.25,8.666666666666666,4.375,8.0,2.107142857142857,6.0,2.5,1300.0
5.1875,10.0,8.541666666666666,9.8125,6.666666666666667,11.75,11.25,10.75,11.5,6.75,9.5,2.3214285714285716,5.5,1.5,1536.0
7.625,8.75,9.958333333333334,10.875,6.916666666666667,13.083333333333334,11.166666666666666,8.5,12.916666666666666,5.75,11.0,2.2857142857142856,6.25,2.0,1436.0
6.5625,9.0,8.458333333333334,10.5,5.5,13.25,9.5,10.375,9.666666666666666,4.625,10.75,2.0357142857142856,5.75,2.0,1320.0
7.6875,8.625,10.083333333333334,9.875,6.333333333333333,12.25,10.416666666666666,10.0,11.25,5.625,11.0,2.0714285714285716,7.25,3.0,1526.0
8.6875,8.625,10.291666666666666,10.75,8.0,11.666666666666666,11.666666666666666,9.5,11.833333333333334,5.25,11.75,2.4285714285714284,6.0,1.5,1156.0
8.1875,10.5625,9.583333333333334,9.5,6.666666666666667,12.083333333333334,11.166666666666666,9.0,13.0,4.375,12.0,1.9285714285714286,6.0,2.5,1156.0
7.333333333333333,10.666666666666668,10.111111111111112,10.583333333333332,6.111111111111112,12.555555555555555,10.666666666666666,10.833333333333332,10.888888888888888,3.8333333333333335,11.333333333333334,1.9523809523809523,6.666666666666666,2.0,1552.0
6.4375,9.25,9.75,11.25,6.583333333333333,12.583333333333334,11.75,10.75,11.833333333333334,4.75,11.5,2.392857142857143,5.5,3.25,1408.0
8.5625,9.8125,10.791666666666666,10.0,7.0,13.083333333333334,11.083333333333334,10.25,10.333333333333334,5.5,12.75,2.107142857142857,6.0,1.75,1449.0
7.6875,10.375,9.708333333333334,11.0625,6.083333333333333,13.25,11.416666666666666,10.625,12.416666666666666,4.875,12.25,2.0,6.375,1.75,1434.0
9.25,10.625,11.333333333333334,10.6875,7.583333333333333,12.5,11.833333333333334,10.375,12.833333333333334,6.125,12.0,2.1785714285714284,6.875,2.5,1156.0
5.5,9.0,7.5,7.0,6.5,12.916666666666666,8.333333333333334,8.125,10.0,4.125,9.75,1.8214285714285714,6.5,2.0,1272.0
7.3125,9.75,9.458333333333334,9.3125,6.333333333333333,11.666666666666666,10.583333333333334,9.125,11.916666666666666,4.125,11.5,2.2142857142857144,6.125,2.25,1156.0
7.6875,10.1875,8.958333333333334,9.3125,6.416666666666667,11.416666666666666,9.916666666666666,8.75,10.75,4.75,11.25,1.9285714285714286,4.75,2.75,1156.0
7.75,10.125,9.666666666666666,10.0625,6.083333333333333,12.75,8.916666666666666,9.125,11.666666666666666,4.0,12.25,2.3214285714285716,6.625,2.25,1364.0
5.5625,9.9375,9.458333333333334,10.5,7.333333333333333,11.0,10.416666666666666,10.5,11.416666666666666,5.375,11.25,1.9642857142857142,6.125,2.0,1156.0
4.4375,8.25,8.166666666666666,7.625,5.666666666666667,13.083333333333334,7.25,8.875,9.666666666666666,6.0,8.75,2.2857142857142856,5.125,2.0,1156.0
8.0625,10.1875,10.0,9.375,6.166666666666667,11.916666666666666,12.583333333333334,9.25,13.416666666666666,4.875,11.75,1.8214285714285714,6.125,1.75,1375.0
8.8125,11.4375,10.583333333333334,10.75,6.333333333333333,12.833333333333334,11.333333333333334,9.875,12.166666666666666,6.0,11.0,2.2142857142857144,6.5,2.5,1156.0
10.0625,12.4375,10.583333333333334,10.5,6.5,13.166666666666666,12.25,9.75,14.666666666666666,6.5,12.0,2.2142857142857144,7.75,1.5,1156.0
9.8125,12.3125,9.875,8.0,5.916666666666667,12.916666666666666,10.833333333333334,10.625,12.166666666666666,3.375,11.75,2.107142857142857,4.5,1.0,1361.0
7.875,8.9375,9.541666666666666,10.25,6.666666666666667,13.833333333333334,10.416666666666666,9.875,13.333333333333334,4.75,12.0,2.0714285714285716,7.5,1.75,1347.0
7.0625,8.75,9.541666666666666,11.1875,6.333333333333333,13.666666666666666,10.75,10.875,14.5,6.375,13.0,2.0357142857142856,7.625,2.25,1366.0
8.625,10.3125,10.625,11.625,7.75,12.0,12.333333333333334,11.75,13.583333333333334,6.375,14.25,2.357142857142857,7.0,2.25,1389.0
7.4375,10.1875,10.083333333333334,10.0,5.833333333333333,12.25,10.25,10.5,11.416666666666666,4.0,11.5,1.8928571428571428,5.75,2.5,1470.0
8.083333333333332,11.166666666666666,10.111111111111112,10.583333333333334,7.111111111111111,12.333333333333334,11.777777777777777,10.5,12.888888888888888,5.166666666666667,13.666666666666666,2.142857142857143,5.666666666666667,2.3333333333333335,1156.0
8.4375,11.0,10.416666666666666,9.0625,5.833333333333333,12.5,10.416666666666666,10.125,11.166666666666666,5.25,11.75,2.2142857142857144,5.25,2.0,1156.0
9.0,11.0,10.833333333333334,10.5,6.25,12.75,10.583333333333334,10.875,12.0,5.0,12.25,2.2142857142857144,6.625,2.25,1512.0
8.8125,11.1875,11.583333333333334,10.875,6.5,12.333333333333334,11.583333333333334,11.875,12.75,4.75,14.0,1.9285714285714286,6.0,2.25,1156.0
